param n=100;
param m=6;
param K = 18;
param Q = 60;
param L =38;
param HC:=
1 204.17
2 197.202
3 256.53
4 244.5
5 256.902
6 236.728;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
19	90	102.9563014	252.3885893	233.4523506	92.19544457	143.1782106	100.4987562	89.4427191	100.4987562	101.9803903	40	139.2838828	131.5294644	151.3274595	224.7220505	136.0147051	203.9607805	139.2838828	0	200.9975124	219.317122	144.222051	63.2455532	78.10249676	155.5634919	259.6150997	36.05551275	223.6067977	90.55385138	31.6227766	214.0093456	28.28427125	44.72135955	165.5294536	280.1785145	160.3121954	202.2374842	230.8679276	170.2938637	156.2049935	211.896201	60.8276253	228.035085	130.3840481	78.10249676	141.4213562	42.42640687	108.1665383	161.245155	133.4166406	180	180.2775638	176.9180601	158.113883	85.44003745	72.80109889	269.0724809	131.5294644	143.1782106	172.0465053	212.1320344	28.28427125	158.113883	183.8477631	251.7935662	36.05551275	117.0469991	151.3274595	250.7987241	116.6190379	256.1249695	82.46211251	171.1724277	220	117.0469991	200.2498439	141.4213562	192.3538406	177.2004515	235.3720459	106.3014581	183.5755975	85.44003745	147.6482306	174.9285568	181.1077028	130	36.05551275	250	22.36067977	223.6067977	56.56854249	130.3840481	143.1782106	50.99019514	28.28427125	130	165.5294536	110	42.42640687
20	111.8033989	186.0107524	160.3121954	194.1648784	245.9674775	106.3014581	104.4030651	188.6796226	224.7220505	107.7032961	208.8061302	212.1320344	234.3074903	64.03124237	140.3566885	219.317122	60	291.5475947	200.9975124	0	110	184.3908891	145.6021978	156.5247584	158.113883	102.9563014	174.642492	120	110.4536102	231.9482701	202.4845673	220	228.035085	214.0093456	182.4828759	261.7250466	10	50	31.6227766	144.222051	90	140.3566885	208.8061302	183.8477631	170	72.11102551	170.2938637	282.3118843	200	226.715681	28.28427125	322.0248438	170	130.3840481	197.2308292	136.0147051	200	80.62257748	205.1828453	188.6796226	50.99019514	223.6067977	186.0107524	165.5294536	50.99019514	225.6102835	108.1665383	278.0287755	123.6931688	184.3908891	180	126.4911064	261.7250466	28.28427125	272.9468813	30	272.0294102	219.544984	242.0743687	76.15773106	287.923601	210.9502311	130	198.4943324	202.4845673	44.72135955	106.3014581	233.4523506	170	222.0360331	63.2455532	247.3863375	242.0743687	280.1785145	250.1999201	180	250	102.9563014	238.5372088	235.3720459
21	142.126704	150	50.99019514	89.4427191	220	76.15773106	128.0624847	160.3121954	190.2629759	122.0655562	206.1552813	155.241747	184.3908891	86.02325267	31.6227766	164.924225	50	253.179778	219.317122	110	0	123.6931688	156.5247584	145.6021978	92.19544457	53.85164807	183.8477631	10	148.6606875	243.5159132	106.3014581	245.9674775	225.6102835	143.1782106	76.15773106	202.4845673	120	76.15773106	104.4030651	80.62257748	20	172.0465053	108.1665383	131.5294644	152.9705854	92.19544457	208.0865205	260	130	174.642492	92.19544457	272.0294102	89.4427191	70	170.2938637	147.6482306	90	98.99494937	145.6021978	111.8033989	60.8276253	230.8679276	117.0469991	80.62257748	130	228.035085	102.9563014	228.035085	31.6227766	140.3566885	70	138.9244399	196.977156	92.19544457	240.8318916	80	225.6102835	136.0147051	170	50	270.1851217	130.3840481	134.1640786	136.0147051	125.2996409	72.80109889	89.4427191	240.4163056	60	234.0939982	53.85164807	245.1530134	194.1648784	235.3720459	269.2582404	210.9502311	203.9607805	53.85164807	200.9975124	237.6972865
22	120.4159458	42.42640687	131.5294644	94.33981132	104.4030651	78.10249676	111.8033989	56.56854249	72.80109889	101.9803903	113.137085	31.6227766	60.8276253	122.0655562	110	41.23105626	144.222051	130.3840481	144.222051	184.3908891	123.6931688	0	101.9803903	72.80109889	31.6227766	177.2004515	111.8033989	121.6552506	130.3840481	155.5634919	70.71067812	172.0465053	128.0624847	31.6227766	155.241747	80.62257748	192.0937271	180.2775638	158.113883	44.72135955	130	131.5294644	84.85281374	14.14213562	67.08203932	116.6190379	158.113883	143.1782106	20	50.99019514	156.2049935	148.6606875	41.23105626	58.30951895	64.03124237	100.4987562	134.1640786	111.8033989	22.36067977	28.28427125	158.113883	141.4213562	14.14213562	50.99019514	226.715681	134.5362405	85.44003745	104.4030651	151.3274595	28.28427125	126.4911064	100	78.10249676	184.3908891	120.4159458	162.788206	101.9803903	50.99019514	58.30951895	165.5294536	155.241747	41.23105626	90	14.14213562	31.6227766	141.4213562	80.62257748	148.6606875	123.6931688	148.6606875	161.245155	144.222051	70.71067812	111.8033989	183.8477631	152.3154621	80.62257748	86.02325267	80.62257748	142.126704
23	36.05551275	70.71067812	192.0937271	180.2775638	106.3014581	80.62257748	41.23105626	63.2455532	94.33981132	40	63.2455532	110.4536102	117.0469991	90	164.0121947	111.8033989	141.4213562	155.5634919	63.2455532	145.6021978	156.5247584	101.9803903	0	30	102.9563014	196.468827	30	161.245155	42.42640687	90.55385138	165.5294536	89.4427191	82.46211251	130.3840481	220.2271555	148.6606875	148.6606875	170	114.0175425	100	148.6606875	30	178.8854382	90.55385138	41.23105626	80	58.30951895	138.9244399	121.6552506	114.0175425	121.6552506	192.0937271	125.2996409	98.99494937	67.08203932	10	212.6029163	70	110	126.4911064	150.3329638	80	114.0175425	130.3840481	196.468827	80.62257748	53.85164807	152.6433752	187.8829423	80	197.9898987	20	155.241747	161.245155	134.5362405	140.3566885	144.222051	152.9705854	150.3329638	172.626765	143.1782106	143.1782106	22.36067977	110.4536102	133.4166406	120	67.08203932	90	191.0497317	80.62257748	161.245155	101.9803903	120.8304597	150	114.0175425	56.56854249	125.2996409	102.9563014	108.1665383	90.55385138
24	58.30951895	41.23105626	174.9285568	156.2049935	89.4427191	70.71067812	56.56854249	36.05551275	70.71067812	50	60.8276253	80.62257748	89.4427191	94.86832981	147.6482306	82.46211251	140.3566885	136.0147051	78.10249676	156.5247584	145.6021978	72.80109889	30	0	78.10249676	191.0497317	42.42640687	148.6606875	67.08203932	98.48857802	138.9244399	106.3014581	80.62257748	100.4987562	202.4845673	120.8304597	161.245155	172.626765	125.2996409	78.10249676	141.4213562	60	152.6433752	60.8276253	14.14213562	85.44003745	85.44003745	126.4911064	92.19544457	85.44003745	130	169.7056275	100	80.62257748	42.42640687	31.6227766	191.0497317	76.15773106	80	98.48857802	151.3274595	85.44003745	85.44003745	106.3014581	206.1552813	82.46211251	50.99019514	128.0624847	177.2004515	50	178.0449381	36.05551275	126.4911064	167.6305461	116.6190379	145.6021978	120.4159458	123.6931688	120.4159458	170	133.4166406	114.0175425	28.28427125	80.62257748	104.4030651	123.6931688	60	94.86832981	172.0465053	89.4427191	160.3121954	100.4987562	94.33981132	127.2792206	125.2996409	80.62257748	100	92.19544457	84.85281374	92.19544457
25	111.8033989	63.2455532	104.4030651	78.10249676	131.5294644	53.85164807	100.4987562	76.15773106	100.4987562	90.55385138	130.3840481	63.2455532	92.19544457	98.48857802	80.62257748	72.80109889	114.0175425	161.245155	155.5634919	158.113883	92.19544457	31.6227766	102.9563014	78.10249676	0	145.6021978	120.4159458	90.55385138	121.6552506	172.0465053	63.2455532	183.8477631	147.6482306	56.56854249	130	111.8033989	166.4331698	150	134.1640786	14.14213562	98.48857802	130	76.15773106	40	78.10249676	94.86832981	161.245155	171.1724277	42.42640687	82.46211251	130.3840481	180.2775638	22.36067977	28.28427125	85.44003745	98.48857802	114.0175425	92.19544457	53.85164807	31.6227766	128.0624847	158.113883	28.28427125	28.28427125	197.9898987	152.6433752	70	136.0147051	120.4159458	50.99019514	102.9563014	94.86832981	108.1665383	155.5634919	150	134.5362405	133.4166406	63.2455532	84.85281374	134.1640786	182.4828759	53.85164807	85.44003745	44.72135955	44.72135955	114.0175425	60.8276253	166.4331698	98.48857802	164.0121947	130.3840481	165.5294536	101.9803903	143.1782106	200	158.113883	111.8033989	56.56854249	110	161.245155
26	174.642492	200.9975124	80.62257748	134.5362405	270.7397274	120.4159458	161.5549442	210.2379604	241.8677324	158.113883	251.7935662	208.8061302	237.6972865	111.8033989	78.10249676	218.4032967	58.30951895	305.9411708	259.6150997	102.9563014	53.85164807	177.2004515	196.468827	191.0497317	145.6021978	0	225.6102835	58.30951895	178.8854382	286.3564213	156.2049935	284.6049894	271.6615541	196.977156	92.19544457	256.3201124	111.8033989	53.85164807	113.137085	133.4166406	50	206.1552813	155.5634919	184.3908891	200.2498439	120.8304597	241.6609195	310.6444913	183.8477631	228.035085	98.99494937	325.7299495	143.1782106	121.6552506	220.2271555	186.8154169	120.8304597	130	199.2485885	165.5294536	56.56854249	274.5906044	170.8800749	134.1640786	100	272.9468813	143.1782106	281.6025568	36.05551275	192.3538406	102.9563014	177.2004515	250.7987241	76.15773106	292.7456234	78.10249676	278.9265136	188.6796226	223.6067977	28.28427125	320.1562119	183.5755975	174.642492	189.7366596	178.8854382	86.02325267	131.5294644	284.4292531	94.33981132	276.5863337	42.42640687	291.5475947	247.3863375	288.6173938	310.4834939	246.9817807	257.0992026	100	253.179778	282.8427125
27	63.2455532	72.80109889	216.3330765	198.4943324	86.02325267	107.7032961	70.71067812	60.8276253	82.46211251	70	36.05551275	111.8033989	110.4536102	120	188.6796226	110.4536102	171.1724277	136.0147051	36.05551275	174.642492	183.8477631	111.8033989	30	42.42640687	120.4159458	225.6102835	0	187.8829423	67.08203932	60.8276253	180.2775638	64.03124237	53.85164807	136.0147051	244.1311123	141.4213562	177.2004515	200	143.1782106	120.4159458	177.2004515	42.42640687	194.1648784	98.48857802	44.72135955	110	50	114.0175425	130	110	151.3274595	174.9285568	142.126704	122.0655562	60	40	233.4523506	100	114.0175425	138.9244399	180.2775638	50	125.2996409	148.6606875	225.6102835	50.99019514	82.46211251	139.2838828	215.4065923	85.44003745	220.2271555	50	150.3329638	191.0497317	114.0175425	170.2938637	130	161.5549442	151.3274595	202.2374842	116.6190379	152.3154621	50.99019514	117.0469991	143.1782106	150	94.86832981	60	214.0093456	50.99019514	191.0497317	72.80109889	111.8033989	134.1640786	85.44003745	41.23105626	114.0175425	130	94.86832981	60.8276253
28	148.6606875	150.3329638	41.23105626	80.62257748	220.2271555	80.62257748	134.5362405	161.245155	190	128.0624847	208.8061302	152.9705854	182.4828759	94.33981132	22.36067977	162.788206	60	251.7935662	223.6067977	120	10	121.6552506	161.245155	148.6606875	90.55385138	58.30951895	187.8829423	0	155.5634919	246.9817807	98.99494937	250.5992817	228.035085	139.2838828	67.08203932	199.2485885	130	85.44003745	114.0175425	80	30	178.0449381	100	130.3840481	155.241747	100	214.0093456	260.1922366	126.4911064	172.626765	101.9803903	269.2582404	85.44003745	70.71067812	171.1724277	152.6433752	80	106.3014581	143.1782106	107.7032961	70.71067812	234.0939982	114.0175425	76.15773106	139.2838828	230.8679276	108.1665383	225.6102835	30	140	60	144.222051	193.1320792	101.9803903	240.208243	90	223.6067977	130.3840481	165.5294536	58.30951895	270.7397274	125.2996409	138.9244399	133.4166406	120.8304597	82.46211251	94.33981132	243.5159132	50	237.6972865	63.2455532	247.3863375	192.3538406	233.4523506	273.1300057	216.3330765	202.2374842	58.30951895	200.2498439	240.4163056
29	10	107.7032961	192.0937271	193.1320792	148.6606875	80.62257748	22.36067977	102.9563014	136.0147051	31.6227766	102.9563014	145.6021978	156.5247584	67.08203932	164.0121947	148.6606875	120.8304597	197.9898987	90.55385138	110.4536102	148.6606875	130.3840481	42.42640687	67.08203932	121.6552506	178.8854382	67.08203932	155.5634919	0	121.6552506	184.3908891	110.4536102	120.8304597	161.245155	220.2271555	187.8829423	111.8033989	143.1782106	80	114.0175425	136.0147051	30	196.468827	121.6552506	80.62257748	58.30951895	63.2455532	180.2775638	150.3329638	152.3154621	90.55385138	234.3074903	143.1782106	107.7032961	108.1665383	36.05551275	219.544984	50	143.1782106	150.3329638	126.4911064	114.0175425	140	145.6021978	161.245155	117.0469991	53.85164807	194.1648784	178.0449381	114.0175425	202.4845673	31.6227766	193.1320792	130.3840481	176.9180601	111.8033989	186.0107524	180	184.3908891	152.3154621	183.5755975	170	41.23105626	141.4213562	160	94.86832981	67.08203932	123.6931688	194.1648784	111.8033989	139.2838828	139.2838828	161.245155	192.0937271	140	70.71067812	166.4331698	100	150	126.4911064
30	120.4159458	113.137085	272.9468813	248.394847	80.62257748	167.6305461	130	98.99494937	98.48857802	130.3840481	42.42640687	144.222051	130	180.2775638	245.9674775	138.9244399	231.9482701	121.6552506	31.6227766	231.9482701	243.5159132	155.5634919	90.55385138	98.48857802	172.0465053	286.3564213	60.8276253	246.9817807	121.6552506	0	226.27417	31.6227766	31.6227766	172.0465053	300.1666204	155.241747	233.4523506	260.1922366	200.9975124	174.9285568	237.6972865	92.19544457	240.4163056	141.4213562	94.33981132	170.2938637	72.11102551	85.44003745	170.2938637	134.1640786	210.2379604	162.788206	192.0937271	178.8854382	92.19544457	100.4987562	286.0069929	160.3121954	150	183.8477631	240.8318916	14.14213562	169.7056275	200	282.8427125	22.36067977	143.1782106	140.3566885	275.1363298	127.2792206	274.5906044	110.4536102	167.6305461	250.1999201	100.4987562	230	130.3840481	200	178.8854382	263.0589288	80.62257748	192.0937271	111.8033989	156.2049935	184.3908891	210.2379604	155.241747	10	269.2582404	10	251.7935662	31.6227766	126.4911064	130	28.28427125	58.30951895	123.6931688	189.7366596	104.4030651	20
31	174.642492	113.137085	85.44003745	30	170	110	162.788206	127.2792206	138.9244399	152.9705854	183.8477631	89.4427191	117.0469991	151.3274595	78.10249676	98.48857802	147.6482306	184.3908891	214.0093456	202.4845673	106.3014581	70.71067812	165.5294536	138.9244399	63.2455532	156.2049935	180.2775638	98.99494937	184.3908891	226.27417	0	242.0743687	198.4943324	63.2455532	100.4987562	120.4159458	211.896201	180.2775638	184.3908891	70.71067812	122.0655562	193.1320792	14.14213562	84.85281374	136.0147051	150.3329638	223.6067977	206.1552813	58.30951895	107.7032961	177.2004515	190	41.23105626	80	134.5362405	161.5549442	70.71067812	150	80.62257748	42.42640687	161.245155	212.1320344	56.56854249	40	233.2380758	205.1828453	131.5294644	151.3274595	122.0655562	98.99494937	70.71067812	158.113883	110	192.3538406	180.2775638	174.642492	152.9705854	40	80	156.2049935	219.317122	41.23105626	148.6606875	72.11102551	44.72135955	158.113883	120.4159458	219.317122	72.80109889	219.317122	158.113883	214.0093456	126.4911064	162.788206	254.5584412	219.544984	136.0147051	101.9803903	143.1782106	212.6029163
32	111.8033989	130.3840481	280.1785145	261.7250466	110	170	123.6931688	116.6190379	123.6931688	126.4911064	63.2455532	165.5294536	155.241747	174.642492	252.3885893	161.5549442	228.035085	152.9705854	28.28427125	220	245.9674775	172.0465053	89.4427191	106.3014581	183.8477631	284.6049894	64.03124237	250.5992817	110.4536102	31.6227766	242.0743687	0	60	192.3538406	308.058436	182.4828759	220.2271555	253.179778	190.2629759	184.3908891	237.6972865	80.62257748	256.1249695	158.113883	106.3014581	164.924225	50.99019514	117.0469991	188.6796226	158.113883	200.9975124	194.1648784	205.1828453	186.0107524	111.8033989	98.48857802	297.3213749	155.241747	170	200	235.3720459	40	186.0107524	212.1320344	270.1851217	50	143.1782106	170	277.3084925	144.222051	284.2534081	107.7032961	194.1648784	240.8318916	131.5294644	222.0360331	160	219.544984	202.4845673	259.6150997	111.8033989	210.9502311	111.8033989	174.9285568	202.4845673	203.9607805	156.5247584	41.23105626	278.0287755	30	247.3863375	63.2455532	152.9705854	160.3121954	31.6227766	40	151.3274595	192.3538406	131.5294644	50.99019514
33	117.0469991	86.02325267	250.7987241	222.0360331	50	151.3274595	123.6931688	72.11102551	67.08203932	121.6552506	20	114.0175425	98.48857802	171.1724277	224.7220505	108.1665383	220	94.86832981	44.72135955	228.035085	225.6102835	128.0624847	82.46211251	80.62257748	147.6482306	271.6615541	53.85164807	228.035085	120.8304597	31.6227766	198.4943324	60	0	142.126704	277.3084925	123.6931688	230.8679276	250.7987241	196.468827	152.3154621	222.0360331	94.33981132	212.6029163	114.0175425	72.80109889	161.245155	86.02325267	64.03124237	141.4213562	102.9563014	203.9607805	136.0147051	166.4331698	158.113883	64.03124237	92.19544457	260.7680962	151.3274595	120.4159458	156.2049935	230.2172887	20	142.126704	174.9285568	278.9265136	10	130	110	257.0992026	100	250.5992817	101.9803903	136.0147051	243.3105012	72.80109889	222.0360331	100	170.2938637	147.6482306	250.1999201	64.03124237	162.788206	100.4987562	127.2792206	155.5634919	200.9975124	140.3566885	22.36067977	245.9674775	30	240	20	94.86832981	100.4987562	58.30951895	72.11102551	92.19544457	172.626765	72.80109889	14.14213562
34	151.3274595	63.2455532	140.3566885	92.19544457	108.1665383	108.1665383	143.1782106	76.15773106	78.10249676	133.4166406	130.3840481	28.28427125	53.85164807	152.6433752	123.6931688	36.05551275	170.2938637	121.6552506	165.5294536	214.0093456	143.1782106	31.6227766	130.3840481	100.4987562	56.56854249	196.977156	136.0147051	139.2838828	161.245155	172.0465053	63.2455532	192.3538406	142.126704	0	160.3121954	60.8276253	222.0360331	206.1552813	188.6796226	70.71067812	152.6433752	160.3121954	76.15773106	40	92.19544457	147.6482306	184.3908891	143.1782106	14.14213562	44.72135955	186.0107524	131.5294644	53.85164807	84.85281374	80.62257748	130	133.4166406	143.1782106	22.36067977	31.6227766	184.3908891	158.113883	28.28427125	63.2455532	254.5584412	150	117.0469991	90	167.6305461	50.99019514	130.3840481	130.3840481	53.85164807	212.1320344	117.0469991	191.0497317	90.55385138	28.28427125	28.28427125	188.6796226	156.5247584	22.36067977	120.4159458	20	20	170.2938637	111.8033989	164.0121947	130	166.4331698	186.0107524	155.5634919	63.2455532	100.4987562	200	177.2004515	72.80109889	113.137085	80.62257748	156.2049935
35	212.6029163	193.1320792	28.28427125	70.71067812	259.6150997	141.4213562	198.4943324	206.1552813	228.035085	191.0497317	259.4224354	182.4828759	212.1320344	161.245155	56.56854249	192.3538406	123.6931688	281.6025568	280.1785145	182.4828759	76.15773106	155.241747	220.2271555	202.4845673	130	92.19544457	244.1311123	67.08203932	220.2271555	300.1666204	100.4987562	308.058436	277.3084925	160.3121954	0	220	192.3538406	140	180.2775638	125.2996409	94.86832981	240.4163056	92.19544457	167.6305461	205.9126028	166.4331698	275.8622845	298.3286778	151.3274595	202.2374842	167.6305461	290.1723626	114.0175425	122.0655562	215.4065923	212.6029163	36.05551275	172.0465053	172.626765	131.5294644	131.5294644	286.5309756	143.1782106	104.4030651	191.0497317	281.7800561	169.7056275	250.1999201	60	180.2775638	30	205.1828453	210.2379604	160.3121954	274.5906044	152.9705854	250.7987241	140.3566885	180.2775638	110	310.4834939	140	198.4943324	162.788206	140.3566885	148.6606875	155.5634919	295.2964612	31.6227766	291.5475947	120.4159458	295.4657341	222.0360331	260.7680962	327.5667871	276.5863337	231.9482701	120.4159458	235.3720459	290.6888371
36	178.8854382	80.62257748	200.9975124	150.3329638	76.15773106	156.2049935	174.9285568	85.44003745	60	166.4331698	120.4159458	50	31.6227766	197.9898987	184.3908891	42.42640687	224.7220505	67.08203932	160.3121954	261.7250466	202.4845673	80.62257748	148.6606875	120.8304597	111.8033989	256.3201124	141.4213562	199.2485885	187.8829423	155.241747	120.4159458	182.4828759	123.6931688	60.8276253	220	0	268.7005769	260.7680962	233.4523506	125.2996409	210.2379604	177.2004515	131.5294644	78.10249676	107.7032961	191.0497317	191.0497317	98.99494937	72.80109889	36.05551275	233.4523506	70.71067812	114.0175425	138.9244399	82.46211251	152.3154621	191.0497317	184.3908891	58.30951895	92.19544457	238.5372088	143.1782106	85.44003745	123.6931688	306.1045573	133.4166406	156.2049935	31.6227766	228.035085	78.10249676	190	156.5247584	14.14213562	264.0075756	70.71067812	242.0743687	36.05551275	80.62257748	41.23105626	245.9674775	113.137085	80	147.6482306	67.08203932	80.62257748	220.2271555	155.5634919	145.6021978	190.2629759	152.9705854	241.8677324	130	30	44.72135955	180.2775638	180.2775638	31.6227766	166.4331698	50.99019514	136.0147051
37	114.0175425	192.0937271	170.2938637	203.9607805	250.5992817	114.0175425	107.7032961	194.1648784	230.2172887	111.8033989	211.896201	219.317122	240.8318916	70.71067812	150.3329638	226.27417	70	296.8164416	202.2374842	10	120	192.0937271	148.6606875	161.245155	166.4331698	111.8033989	177.2004515	130	111.8033989	233.4523506	211.896201	220.2271555	230.8679276	222.0360331	192.3538406	268.7005769	0	58.30951895	36.05551275	152.6433752	100	141.4213562	218.4032967	191.0497317	174.9285568	78.10249676	170	286.3564213	208.0865205	233.4523506	36.05551275	328.0243893	178.8854382	138.9244399	202.4845673	139.2838828	210	86.02325267	212.6029163	197.2308292	60.8276253	225.6102835	194.1648784	174.642492	50	228.035085	114.0175425	284.2534081	133.4166406	191.0497317	190	130	269.0724809	36.05551275	277.8488798	40	278.0287755	228.2542442	250	85.44003745	291.5475947	219.544984	134.1640786	206.1552813	210.9502311	53.85164807	113.137085	235.3720459	180	223.6067977	72.80109889	250	248.394847	286.0069929	250.7987241	180.2775638	256.1249695	111.8033989	244.1311123	237.6972865
38	141.4213562	193.1320792	121.6552506	165.5294536	259.6150997	107.7032961	130.3840481	199.2485885	234.0939982	130	230.8679276	210.9502311	237.0653918	80	107.7032961	219.544984	36.05551275	300.8321791	230.8679276	50	76.15773106	180.2775638	170	172.626765	150	53.85164807	200	85.44003745	143.1782106	260.1922366	180.2775638	253.179778	250.7987241	206.1552813	140	260.7680962	58.30951895	0	67.08203932	136.0147051	58.30951895	172.626765	183.5755975	183.5755975	184.3908891	90	206.1552813	298.3286778	192.0937271	228.2542442	53.85164807	326.4965543	155.5634919	122.0655562	208.8061302	160	162.788206	100	202.4845673	176.9180601	22.36067977	250	178.0449381	148.6606875	53.85164807	250.1999201	121.6552506	281.7800561	80	187.8829423	143.1782106	150	258.069758	22.36067977	284.6049894	31.6227766	277.3084925	205.1828453	234.3074903	30	305.9411708	197.9898987	150.3329638	194.1648784	191.0497317	50	114.0175425	260	133.4166406	250.1999201	22.36067977	270.7397274	245.9674775	286.3564213	281.6025568	213.7755833	254.9509757	94.33981132	246.9817807	260.1922366
39	80.62257748	156.2049935	155.241747	180.2775638	214.7091055	80.62257748	72.80109889	158.113883	194.1648784	76.15773106	177.2004515	184.3908891	205.1828453	36.05551275	131.5294644	191.0497317	58.30951895	260.7680962	170.2938637	31.6227766	104.4030651	158.113883	114.0175425	125.2996409	134.1640786	113.137085	143.1782106	114.0175425	80	200.9975124	184.3908891	190.2629759	196.468827	188.6796226	180.2775638	233.4523506	36.05551275	67.08203932	0	120.8304597	85.44003745	110	192.3538406	156.2049935	138.9244399	42.42640687	141.4213562	250.7987241	174.9285568	197.9898987	14.14213562	292.0616373	148.6606875	107.7032961	166.4331698	104.4030651	192.3538406	50	178.0449381	165.5294536	56.56854249	192.3538406	161.245155	145.6021978	82.46211251	194.1648784	78.10249676	248.394847	125.2996409	155.5634919	172.626765	94.86832981	234.3074903	50.99019514	241.8677324	36.05551275	242.0743687	196.977156	216.3330765	84.85281374	256.3201124	187.8829423	98.48857802	172.0465053	178.8854382	31.6227766	78.10249676	202.2374842	162.788206	191.0497317	70.71067812	215.8703314	212.6029163	250	220	150.3329638	220.2271555	82.46211251	208.0865205	203.9607805
40	104.4030651	70.71067812	98.48857802	80.62257748	140.3566885	41.23105626	92.19544457	82.46211251	110	82.46211251	134.1640786	76.15773106	104.4030651	85.44003745	72.80109889	85.44003745	100	172.626765	156.2049935	144.222051	80.62257748	44.72135955	100	78.10249676	14.14213562	133.4166406	120.4159458	80	114.0175425	174.9285568	70.71067812	184.3908891	152.3154621	70.71067812	125.2996409	125.2996409	152.6433752	136.0147051	120.8304597	0	85.44003745	125.2996409	82.46211251	50.99019514	80.62257748	82.46211251	158.113883	180.2775638	56.56854249	94.86832981	116.6190379	193.1320792	30	14.14213562	92.19544457	94.33981132	113.137085	80.62257748	67.08203932	44.72135955	114.0175425	161.245155	42.42640687	31.6227766	183.8477631	156.5247584	60.8276253	148.6606875	110	60	100	89.4427191	122.0655562	141.4213562	160.3121954	120.4159458	145.6021978	76.15773106	98.99494937	120.8304597	191.0497317	67.08203932	80.62257748	58.30951895	58.30951895	100	50	170	94.33981132	166.4331698	116.6190379	170.8800749	114.0175425	155.241747	202.4845673	156.2049935	123.6931688	42.42640687	120.4159458	165.5294536
41	130.3840481	151.3274595	70.71067812	107.7032961	220.9072203	70.71067812	116.6190379	160.3121954	192.3538406	111.8033989	202.2374842	161.5549442	189.7366596	70.71067812	50.99019514	170.8800749	30	257.0992026	211.896201	90	20	130	148.6606875	141.4213562	98.48857802	50	177.2004515	30	136.0147051	237.6972865	122.0655562	237.6972865	222.0360331	152.6433752	94.86832981	210.2379604	100	58.30951895	85.44003745	85.44003745	0	161.245155	125.2996409	136.0147051	150.3329638	78.10249676	197.2308292	260.7680962	138.9244399	180.2775638	72.80109889	278.5677655	100	72.80109889	170.2938637	139.2838828	110	86.02325267	152.3154621	122.0655562	41.23105626	225.6102835	125.2996409	92.19544457	111.8033989	223.6067977	94.86832981	234.0939982	42.42640687	143.1782106	90	130	205.9126028	72.80109889	243.3105012	60	230.8679276	148.6606875	180.2775638	36.05551275	270.1851217	142.126704	126.4911064	143.1782106	136.0147051	53.85164807	82.46211251	235.3720459	80	228.035085	36.05551275	241.8677324	199.2485885	240.4163056	262.488095	201.246118	208.8061302	50	203.9607805	233.4523506
42	31.6227766	100.4987562	212.1320344	205.9126028	128.0624847	98.99494937	44.72135955	92.19544457	120.8304597	50	78.10249676	140.3566885	145.6021978	94.86832981	183.8477631	141.4213562	148.6606875	178.0449381	60.8276253	140.3566885	172.0465053	131.5294644	30	60	130	206.1552813	42.42640687	178.0449381	30	92.19544457	193.1320792	80.62257748	94.33981132	160.3121954	240.4163056	177.2004515	141.4213562	172.626765	110	125.2996409	161.245155	0	206.1552813	120.4159458	70.71067812	85.44003745	36.05551275	156.2049935	151.3274595	143.1782106	120.4159458	216.3330765	152.3154621	122.0655562	94.86832981	31.6227766	236.0084744	76.15773106	140	155.241747	155.241747	85.44003745	143.1782106	156.5247584	191.0497317	89.4427191	70.71067812	178.8854382	202.4845673	110	220.2271555	36.05551275	184.3908891	160.3121954	156.2049935	141.4213562	170	182.4828759	180.2775638	180.2775638	158.113883	172.626765	44.72135955	140.3566885	162.788206	123.6931688	84.85281374	94.86832981	212.6029163	82.46211251	167.6305461	111.8033989	148.6606875	174.9285568	110	41.23105626	152.3154621	120.4159458	134.1640786	98.48857802
43	186.8154169	127.2792206	80.62257748	22.36067977	183.5755975	120.4159458	174.642492	141.4213562	152.6433752	164.924225	197.9898987	102.9563014	130	160.3121954	78.10249676	111.8033989	152.3154621	196.468827	228.035085	208.8061302	108.1665383	84.85281374	178.8854382	152.6433752	76.15773106	155.5634919	194.1648784	100	196.468827	240.4163056	14.14213562	256.1249695	212.6029163	76.15773106	92.19544457	131.5294644	218.4032967	183.5755975	192.3538406	82.46211251	125.2996409	206.1552813	0	98.99494937	150	160	237.0653918	219.317122	72.11102551	120.8304597	184.3908891	200.2498439	53.85164807	90.55385138	148.6606875	174.642492	60	160.3121954	94.33981132	56.56854249	165.5294536	226.27417	70.71067812	50.99019514	237.0653918	219.317122	143.1782106	162.788206	120.4159458	113.137085	63.2455532	170.8800749	120.4159458	196.977156	193.1320792	180.2775638	164.924225	50.99019514	90.55385138	158.113883	232.594067	53.85164807	161.5549442	86.02325267	58.30951895	164.924225	131.5294644	233.4523506	67.08203932	233.4523506	161.245155	228.035085	139.2838828	174.642492	268.7005769	233.2380758	148.6606875	110.4536102	156.5247584	226.715681
