param n=100;
param m=4;
param K = 25;
param Q = 60;
param L =40;
param HC:= 
1 239.453
2 231.682
3 268.779
4 259.268;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
21	240.8318916	63.2455532	155.241747	224.7220505	102.9563014	210.9502311	250	111.8033989	165.5294536	130.3840481	235.3720459	170	22.36067977	228.2542442	228.035085	191.0497317	230.2172887	250.7987241	143.1782106	100.4987562	0	170.2938637	140.3566885	197.2308292	100.4987562	42.42640687	181.1077028	116.6190379	202.2374842	208.8061302	215.4065923	234.3074903	70	117.0469991	165.5294536	72.80109889	230.8679276	63.2455532	233.2380758	155.5634919	53.85164807	201.246118	171.1724277	259.6150997	177.2004515	158.113883	117.0469991	92.19544457	190.2629759	156.2049935	183.5755975	22.36067977	193.1320792	28.28427125	219.317122	63.2455532	98.48857802	183.8477631	233.4523506	20	256.3201124	123.6931688	200	72.80109889	14.14213562	143.1782106	22.36067977	22.36067977	90	136.0147051	180.2775638	247.3863375	108.1665383	177.2004515	198.4943324	50.99019514	151.3274595	111.8033989	53.85164807	56.56854249	161.245155	50	152.9705854	160.3121954	20	210.2379604	308.058436	161.245155	272.9468813	84.85281374	120.4159458	31.6227766	142.126704	156.2049935	90.55385138	14.14213562	206.1552813	269.0724809	251.7935662	101.9803903
22	198.4943324	114.0175425	151.3274595	80.62257748	82.46211251	72.80109889	92.19544457	162.788206	44.72135955	44.72135955	144.222051	64.03124237	191.0497317	92.19544457	58.30951895	136.0147051	80	178.0449381	170	120.4159458	170.2938637	0	120.4159458	67.08203932	104.4030651	172.0465053	139.2838828	58.30951895	134.5362405	114.0175425	102.9563014	64.03124237	136.0147051	151.3274595	72.11102551	210.9502311	162.788206	202.4845673	90.55385138	20	194.1648784	53.85164807	125.2996409	152.3154621	100	44.72135955	90	136.0147051	144.222051	14.14213562	36.05551275	162.788206	186.8154169	142.126704	98.48857802	226.715681	92.19544457	20	67.08203932	155.5634919	136.0147051	140.3566885	158.113883	143.1782106	169.7056275	162.788206	176.9180601	148.6606875	131.5294644	150	174.642492	147.6482306	72.80109889	72.11102551	40	212.6029163	117.0469991	131.5294644	161.5549442	174.9285568	120.8304597	174.642492	164.924225	104.4030651	183.8477631	156.2049935	148.6606875	158.113883	130	183.8477631	140.3566885	156.2049935	28.28427125	31.6227766	141.4213562	172.0465053	120.4159458	102.9563014	212.6029163	110.4536102
23	296.8164416	85.44003745	31.6227766	200.9975124	134.5362405	192.3538406	210.2379604	56.56854249	80.62257748	85.44003745	256.3201124	170.8800749	150.3329638	212.1320344	155.241747	233.2380758	200.2498439	286.3564213	50.99019514	170.2938637	140.3566885	120.4159458	0	184.3908891	44.72135955	111.8033989	41.23105626	80.62257748	237.0653918	224.7220505	218.4032967	164.924225	161.245155	42.42640687	174.642492	134.1640786	268.3281573	130	210.9502311	123.6931688	126.4911064	107.7032961	216.3330765	269.2582404	201.246118	148.6606875	156.2049935	50.99019514	238.5372088	111.8033989	101.9803903	120	72.11102551	123.6931688	215.8703314	167.6305461	141.4213562	140.3566885	181.1077028	120.4159458	254.9509757	28.28427125	252.3885893	70.71067812	130	226.715681	130.3840481	121.6552506	172.0465053	31.6227766	58.30951895	262.488095	128.0624847	67.08203932	160.3121954	155.241747	200	31.6227766	170.8800749	104.4030651	208.0865205	177.2004515	233.4523506	28.28427125	140.3566885	255.5386468	263.0589288	233.4523506	250.1999201	94.33981132	198.4943324	110	104.4030651	136.0147051	180.2775638	151.3274595	228.4731932	213.7755833	310.6444913	162.788206
24	138.9244399	155.241747	215.8703314	28.28427125	94.33981132	14.14213562	58.30951895	220	111.8033989	100.4987562	78.10249676	28.28427125	219.544984	31.6227766	85.44003745	82.46211251	36.05551275	113.137085	231.9482701	114.0175425	197.2308292	67.08203932	184.3908891	0	160	211.896201	206.1552813	110	76.15773106	50	36.05551275	82.46211251	141.4213562	210.2379604	36.05551275	252.9822128	100	243.5159132	36.05551275	60.8276253	234.0939982	113.137085	80	85.44003745	50	41.23105626	84.85281374	190.2629759	92.19544457	72.80109889	100	196.977156	252.9822128	170	31.6227766	259.4224354	100	50	60	187.8829423	70.71067812	200.9975124	104.4030651	192.3538406	201.246118	133.4166406	210.2379604	178.8854382	128.0624847	212.1320344	240.4163056	80.62257748	89.4427191	138.9244399	36.05551275	245.9674775	82.46211251	190.2629759	169.7056275	218.4032967	80.62257748	183.8477631	131.5294644	170.8800749	214.7091055	98.48857802	113.137085	120.4159458	76.15773106	233.4523506	120.8304597	193.1320792	80.62257748	50	136.0147051	194.1648784	58.30951895	85.44003745	152.6433752	106.3014581
25	259.4224354	41.23105626	70.71067812	181.1077028	94.33981132	170.2938637	196.468827	60	78.10249676	60.8276253	225.6102835	141.4213562	114.0175425	190.2629759	152.6433752	196.977156	182.4828759	252.9822128	76.15773106	127.2792206	100.4987562	104.4030651	44.72135955	160	0	80.62257748	85.44003745	50	202.4845673	194.1648784	191.0497317	161.245155	116.6190379	50.99019514	143.1782106	113.137085	234.0939982	106.3014581	191.0497317	100.4987562	100	113.137085	178.8854382	241.8677324	167.6305461	120.4159458	116.6190379	31.6227766	201.246118	92.19544457	100	82.46211251	113.137085	80.62257748	190.2629759	138.9244399	100	123.6931688	170.8800749	80.62257748	230.2172887	44.72135955	214.7091055	42.42640687	92.19544457	183.8477631	94.86832981	80	128.0624847	58.30951895	98.99494937	233.4523506	89.4427191	80.62257748	143.1782106	125.2996409	161.245155	31.6227766	126.4911064	78.10249676	170	133.4166406	191.0497317	60	104.4030651	219.317122	252.9822128	192.0937271	231.9482701	80.62257748	155.5634919	72.80109889	80.62257748	110	136.0147051	110	196.468827	206.1552813	272.9468813	120.4159458
26	274.5906044	58.30951895	120.4159458	237.6972865	121.6552506	224.7220505	259.4224354	72.80109889	156.2049935	128.0624847	260.7680962	186.8154169	41.23105626	243.5159132	226.715681	220.2271555	241.6609195	280.1785145	104.4030651	131.5294644	42.42640687	172.0465053	111.8033989	211.896201	80.62257748	0	150.3329638	114.0175425	230	231.9482701	235.3720459	234.3074903	104.4030651	80.62257748	184.3908891	41.23105626	260.1922366	31.6227766	246.9817807	161.245155	22.36067977	192.0937271	200.2498439	282.8427125	200.9975124	170.8800749	140.3566885	60.8276253	220.9072203	158.113883	176.9180601	22.36067977	155.241747	50.99019514	237.6972865	58.30951895	120.4159458	188.6796226	238.5372088	31.6227766	276.5863337	90	231.9482701	41.23105626	28.28427125	180.2775638	22.36067977	41.23105626	123.6931688	100.4987562	143.1782106	271.6615541	123.6931688	161.245155	205.9126028	44.72135955	180.2775638	80.62257748	94.33981132	14.14213562	190.2629759	92.19544457	189.7366596	136.0147051	31.6227766	240.8318916	317.6476035	196.468827	287.923601	42.42640687	155.241747	20	144.222051	165.5294536	126.4911064	56.56854249	230.8679276	274.5906044	286.3564213	130.3840481
27	328.0243893	126.4911064	36.05551275	218.4032967	170.2938637	211.896201	222.0360331	85.44003745	94.86832981	114.0175425	281.7800561	197.2308292	190	230.8679276	160	264.0075756	215.8703314	313.8470965	64.03124237	208.0865205	181.1077028	139.2838828	41.23105626	206.1552813	85.44003745	150.3329638	0	113.137085	266.2705391	250.5992817	241.6609195	170	201.246118	72.80109889	202.4845673	167.6305461	296.8164416	164.924225	228.035085	147.6482306	162.788206	110	248.394847	291.5475947	230.2172887	174.9285568	191.0497317	90	270.1851217	134.1640786	111.8033989	160.3121954	50	164.924225	237.6972865	203.9607805	178.0449381	158.113883	191.0497317	161.245155	275.1363298	60.8276253	284.2534081	110	170.2938637	264.0075756	170	162.788206	210.9502311	53.85164807	41.23105626	286.3564213	162.788206	70.71067812	177.2004515	192.3538406	233.4523506	70	211.896201	141.4213562	240.8318916	218.4032967	270.1851217	36.05551275	180	286.0069929	270	269.0724809	264.7640459	126.4911064	236.0084744	150.3329638	130.3840481	161.245155	219.544984	192.3538406	255.5386468	220	342.0526275	200
28	216.3330765	56.56854249	111.8033989	131.5294644	58.30951895	120.4159458	148.6606875	110	50.99019514	14.14213562	177.2004515	92.19544457	136.0147051	140.3566885	113.137085	152.6433752	133.4166406	206.1552813	123.6931688	98.48857802	116.6190379	58.30951895	80.62257748	110	50	114.0175425	113.137085	0	156.5247584	145.6021978	141.4213562	120.4159458	100.4987562	100.4987562	94.86832981	152.6433752	187.8829423	144.222051	141.4213562	50.99019514	136.0147051	85.44003745	136.0147051	192.3538406	120.8304597	70.71067812	78.10249676	80.62257748	158.113883	44.72135955	67.08203932	106.3014581	152.6433752	89.4427191	140.3566885	169.7056275	67.08203932	76.15773106	125.2996409	100	180.2775638	92.19544457	172.0465053	85.44003745	114.0175425	152.6433752	120.4159458	94.33981132	104.4030651	104.4030651	138.9244399	184.3908891	50	70.71067812	94.86832981	155.5634919	120.4159458	80.62257748	120.4159458	116.6190379	128.0624847	131.5294644	158.113883	78.10249676	128.0624847	174.9285568	206.1552813	156.2049935	182.4828759	126.4911064	125.2996409	98.99494937	31.6227766	60	114.0175425	120.8304597	148.6606875	161.245155	230.2172887	89.4427191
29	64.03124237	182.4828759	268.3281573	90.55385138	111.8033989	82.46211251	120	259.6150997	176.9180601	152.6433752	36.05551275	70.71067812	223.6067977	80	161.5549442	14.14213562	100.4987562	50.99019514	278.5677655	101.9803903	202.2374842	134.5362405	237.0653918	76.15773106	202.4845673	230	266.2705391	156.5247584	0	30	50	158.113883	133.4166406	252.9822128	64.03124237	270.1851217	31.6227766	260.1922366	90	120.4159458	250.1999201	186.0107524	31.6227766	64.03124237	36.05551275	92.19544457	90.55385138	228.035085	22.36067977	134.5362405	170.2938637	210.2379604	308.8689042	180.2775638	60	264.7640459	110.4536102	122.0655562	133.4166406	200.2498439	72.11102551	246.9817807	30	223.6067977	210.9502311	84.85281374	220.9072203	190.2629759	114.0175425	260	295.2964612	50	114.0175425	205.1828453	111.8033989	253.179778	50.99019514	234.0939982	158.113883	240.208243	41.23105626	170.8800749	78.10249676	230.2172887	222.0360331	22.36067977	158.113883	64.03124237	107.7032961	261.7250466	89.4427191	210	136.0147051	106.3014581	117.0469991	194.1648784	20	150	78.10249676	100.4987562
30	89.4427191	180	256.3201124	60.8276253	110.4536102	53.85164807	90	253.179778	158.113883	139.2838828	31.6227766	53.85164807	230.8679276	50	134.1640786	41.23105626	70.71067812	64.03124237	269.2582404	111.8033989	208.8061302	114.0175425	224.7220505	50	194.1648784	231.9482701	250.5992817	145.6021978	30	0	20	130	143.1782106	245.1530134	50.99019514	272.9468813	50	263.0589288	60	102.9563014	253.179778	162.788206	50	50.99019514	31.6227766	76.15773106	92.19544457	222.0360331	50.99019514	116.6190379	148.6606875	213.7755833	295.4657341	184.3908891	30	272.0294102	111.8033989	98.99494937	104.4030651	203.9607805	50	237.6972865	60	220.2271555	215.8703314	108.1665383	225.6102835	194.1648784	125.2996409	250	282.3118843	40	110	186.0107524	86.02325267	259.6150997	64.03124237	225.6102835	170	240.8318916	56.56854249	183.5755975	102.9563014	214.7091055	228.035085	50.99019514	130	89.4427191	80.62257748	260	106.3014581	212.1320344	120.8304597	89.4427191	130.3840481	202.4845673	10	120	102.9563014	107.7032961
31	107.7032961	181.1077028	250	41.23105626	114.0175425	36.05551275	70	250.7987241	147.6482306	133.4166406	42.42640687	50	237.6972865	30	116.6190379	60.8276253	50.99019514	78.10249676	264.7640459	122.0655562	215.4065923	102.9563014	218.4032967	36.05551275	191.0497317	235.3720459	241.6609195	141.4213562	50	20	0	111.8033989	152.6433752	241.8677324	50.99019514	276.5863337	67.08203932	266.8332813	40	94.86832981	257.0992026	148.6606875	67.08203932	50.99019514	42.42640687	70.71067812	98.48857802	220.2271555	70.71067812	107.7032961	136.0147051	218.4032967	287.923601	189.7366596	10	278.5677655	117.0469991	86.02325267	85.44003745	208.8061302	41.23105626	233.4523506	80	220.2271555	221.3594362	125.2996409	230.8679276	199.2485885	136.0147051	245.1530134	275.1363298	44.72135955	111.8033989	174.9285568	70.71067812	265.7066051	78.10249676	222.0360331	180.2775638	243.3105012	72.11102551	194.1648784	120.8304597	206.1552813	234.0939982	70.71067812	111.8033989	107.7032961	64.03124237	260.7680962	120.4159458	215.8703314	114.0175425	82.46211251	142.126704	210.2379604	30	100	120.8304597	116.6190379
32	219.317122	176.9180601	192.3538406	72.11102551	143.1782106	76.15773106	58.30951895	215.4065923	85.44003745	106.3014581	152.6433752	100	254.9509757	86.02325267	10	164.924225	64.03124237	188.6796226	215.8703314	177.2004515	234.3074903	64.03124237	164.924225	82.46211251	161.245155	234.3074903	170	120.4159458	158.113883	130	111.8033989	0	196.977156	202.4845673	110	272.0294102	178.8854382	264.0075756	78.10249676	80.62257748	256.1249695	60	161.245155	148.6606875	131.5294644	92.19544457	145.6021978	192.3538406	174.642492	78.10249676	63.2455532	226.27417	220	206.1552813	102.9563014	290	152.3154621	53.85164807	28.28427125	219.317122	127.2792206	189.7366596	186.8154169	202.4845673	233.4523506	210.2379604	240.4163056	212.6029163	189.7366596	196.468827	210.2379604	150	134.1640786	100.4987562	50	275.8622845	160	183.8477631	223.6067977	236.0084744	160.3121954	237.0653918	210	141.4213562	247.5883681	180.2775638	100	200.2498439	102.9563014	241.8677324	192.3538406	219.317122	92.19544457	85.44003745	199.2485885	236.0084744	139.2838828	50	232.594067	167.6305461
33	171.1724277	78.10249676	186.0107524	169.7056275	53.85164807	155.5634919	198.4943324	156.2049935	150	110	167.6305461	113.137085	90.55385138	170.2938637	193.1320792	121.6552506	176.9180601	181.1077028	183.8477631	31.6227766	70	136.0147051	161.245155	141.4213562	116.6190379	104.4030651	201.246118	100.4987562	133.4166406	143.1782106	152.6433752	196.977156	0	155.5634919	106.3014581	141.4213562	161.245155	131.5294644	176.9180601	117.0469991	121.6552506	181.1077028	101.9803903	193.1320792	111.8033989	108.1665383	56.56854249	127.2792206	120.4159458	123.6931688	161.245155	82.46211251	228.035085	53.85164807	158.113883	131.5294644	44.72135955	143.1782106	188.6796226	72.80109889	192.3538406	156.2049935	130	114.0175425	80.62257748	76.15773106	90.55385138	63.2455532	20	170.2938637	214.0093456	180.2775638	63.2455532	171.1724277	152.6433752	120.4159458	82.46211251	142.126704	28.28427125	117.0469991	92.19544457	42.42640687	85.44003745	170.8800749	90	140.3566885	254.5584412	92.19544457	214.0093456	143.1782106	50.99019514	85.44003745	111.8033989	111.8033989	22.36067977	60.8276253	139.2838828	222.0360331	182.4828759	36.05551275
34	308.7069808	78.10249676	40	230.2172887	143.1782106	220	243.3105012	14.14213562	117.0469991	110	276.5863337	192.3538406	121.6552506	240	193.1320792	246.9817807	230.8679276	303.644529	28.28427125	172.0465053	117.0469991	151.3274595	42.42640687	210.2379604	50.99019514	80.62257748	72.80109889	100.4987562	252.9822128	245.1530134	241.8677324	202.4845673	155.5634919	0	194.1648784	94.86832981	284.6049894	92.19544457	240.208243	150	90.55385138	147.6482306	228.4731932	292.7456234	218.4032967	171.1724277	165.5294536	28.28427125	250.7987241	140.3566885	139.2838828	94.86832981	76.15773106	108.1665383	240.8318916	131.5294644	147.6482306	171.1724277	215.8703314	98.48857802	280.713377	14.14213562	264.0075756	44.72135955	104.4030651	228.035085	101.9803903	102.9563014	170.2938637	20	63.2455532	284.4292531	139.2838828	108.1665383	191.0497317	120.4159458	210.2379604	20	158.113883	70	219.317122	161.245155	236.0084744	70.71067812	111.8033989	269.2582404	298.3286778	238.5372088	280.713377	53.85164807	200	85.44003745	130	160.3121954	176.9180601	130	247.3863375	250	322.0248438	166.4331698
35	127.2792206	130.3840481	206.1552813	64.03124237	63.2455532	50	94.33981132	202.2374842	113.137085	89.4427191	82.46211251	10	187.8829423	64.03124237	110.4536102	64.03124237	72.11102551	111.8033989	218.4032967	78.10249676	165.5294536	72.11102551	174.642492	36.05551275	143.1782106	184.3908891	202.4845673	94.86832981	64.03124237	50.99019514	50.99019514	110	106.3014581	194.1648784	0	225.6102835	94.33981132	215.8703314	70.71067812	56.56854249	206.1552813	125.2996409	53.85164807	100	28.28427125	28.28427125	50	171.1724277	72.11102551	70.71067812	108.1665383	167.6305461	245.9674775	139.2838828	53.85164807	228.4731932	67.08203932	63.2455532	92.19544457	158.113883	92.19544457	186.8154169	86.02325267	170	170.8800749	100.4987562	180.2775638	148.6606875	92.19544457	199.2485885	232.594067	90.55385138	60.8276253	141.4213562	60	215.4065923	50	174.642492	134.5362405	192.3538406	50.99019514	148.6606875	100	166.4331698	183.8477631	84.85281374	148.6606875	90.55385138	108.1665383	210.2379604	85.44003745	164.924225	72.11102551	42.42640687	100	161.245155	53.85164807	120.8304597	141.4213562	70.71067812
36	312.5699922	98.48857802	133.4166406	278.5677655	162.788206	265.7066051	299.6664813	82.46211251	191.0497317	166.4331698	301.4962686	228.035085	58.30951895	284.6049894	264.0075756	260	282.3118843	320	110.4536102	170.2938637	72.80109889	210.9502311	134.1640786	252.9822128	113.137085	41.23105626	167.6305461	152.6433752	270.1851217	272.9468813	276.5863337	272.0294102	141.4213562	94.86832981	225.6102835	0	300	10	287.923601	201.246118	20	226.27417	240	323.8826948	241.8677324	211.896201	181.1077028	86.02325267	260.1922366	197.2308292	212.6029163	60	160	90	278.9265136	41.23105626	161.245155	228.2542442	277.8488798	70	317.8049716	107.7032961	270.7397274	70.71067812	60.8276253	215.8703314	50.99019514	80	161.245155	114.0175425	150.3329638	312.5699922	164.924225	192.0937271	245.9674775	36.05551275	220	102.9563014	126.4911064	36.05551275	230	120.8304597	225.6102835	161.245155	53.85164807	280.1785145	357.7708764	233.4523506	328.9376841	41.23105626	192.3538406	60.8276253	183.5755975	206.1552813	162.788206	85.44003745	271.6615541	313.8470965	323.8826948	170
37	41.23105626	213.7755833	299.6664813	107.7032961	143.1782106	102.9563014	133.4166406	291.2043956	206.1552813	183.5755975	30	100	251.7935662	94.86832981	183.5755975	40	117.0469991	20	310.1612484	130.3840481	230.8679276	162.788206	268.3281573	100	234.0939982	260.1922366	296.8164416	187.8829423	31.6227766	50	67.08203932	178.8854382	161.245155	284.6049894	94.33981132	300	0	290	104.4030651	150	280	212.6029163	60	53.85164807	67.08203932	122.0655562	121.6552506	259.6150997	41.23105626	164.0121947	197.9898987	240	340	210	76.15773106	292.7456234	141.4213562	148.6606875	152.3154621	230	70.71067812	278.5677655	36.05551275	254.9509757	240.208243	102.9563014	250.1999201	220	141.4213562	291.5475947	326.4965543	41.23105626	145.6021978	234.3074903	136.0147051	281.6025568	80	265.7066051	184.3908891	270.7397274	70	196.468827	94.33981132	260.7680962	250.7987241	22.36067977	161.245155	80.62257748	110.4536102	292.7456234	114.0175425	240.208243	166.4331698	136.0147051	143.1782106	222.0360331	42.42640687	162.788206	53.85164807	130
38	302.654919	89.4427191	131.5294644	269.2582404	152.9705854	256.3201124	290.6888371	80.62257748	183.8477631	158.113883	291.5475947	218.4032967	50	275.1363298	256.1249695	250	273.1300057	310	110	160.3121954	63.2455532	202.4845673	130	243.5159132	106.3014581	31.6227766	164.924225	144.222051	260.1922366	263.0589288	266.8332813	264.0075756	131.5294644	92.19544457	215.8703314	10	290	0	278.5677655	192.3538406	10	219.317122	230	314.0063694	231.9482701	202.4845673	171.1724277	80.62257748	250.1999201	188.6796226	205.1828453	50	160.3121954	80	269.2582404	40	151.3274595	219.544984	269.2582404	60	308.058436	104.4030651	260.7680962	64.03124237	50.99019514	206.1552813	41.23105626	70	151.3274595	111.8033989	150	302.654919	155.241747	186.0107524	237.0653918	31.6227766	210	98.48857802	117.0469991	28.28427125	220	111.8033989	215.8703314	156.5247584	44.72135955	270.1851217	348.8552709	223.6067977	319.5309062	40	182.4828759	50.99019514	174.9285568	196.977156	152.9705854	76.15773106	261.7250466	305.2867504	314.0063694	160
39	145.6021978	189.7366596	241.8677324	10	130.3840481	22.36067977	30	250.7987241	133.4166406	130.3840481	76.15773106	64.03124237	255.5386468	10	84.85281374	100.4987562	14.14213562	111.8033989	260.1922366	148.6606875	233.2380758	90.55385138	210.9502311	36.05551275	191.0497317	246.9817807	228.035085	141.4213562	90	60	40	78.10249676	176.9180601	240.208243	70.71067812	287.923601	104.4030651	278.5677655	0	90.55385138	269.2582404	125.2996409	104.4030651	70.71067812	76.15773106	76.15773106	120.4159458	222.0360331	110.4536102	100	117.0469991	232.594067	276.5863337	205.9126028	30	295.2964612	136.0147051	70.71067812	50	223.6067977	50	230	120	225.6102835	237.0653918	161.5549442	245.9674775	214.7091055	162.788206	240.208243	264.7640459	72.11102551	125.2996409	158.113883	50.99019514	281.7800561	111.8033989	220.2271555	205.1828453	252.9822128	107.7032961	219.317122	158.113883	194.1648784	250.5992817	110.4536102	78.10249676	145.6021978	41.23105626	266.8332813	152.6433752	228.4731932	110.4536102	82.46211251	170.2938637	230.2172887	70	60	158.113883	141.4213562
40	183.8477631	102.9563014	155.241747	80.62257748	63.2455532	70	98.48857802	160.3121954	56.56854249	40	134.1640786	50	176.9180601	90	76.15773106	120.4159458	82.46211251	166.4331698	171.1724277	100.4987562	155.5634919	20	123.6931688	60.8276253	100.4987562	161.245155	147.6482306	50.99019514	120.4159458	102.9563014	94.86832981	80.62257748	117.0469991	150	56.56854249	201.246118	150	192.3538406	90.55385138	0	183.5755975	72.80109889	108.1665383	145.6021978	84.85281374	28.28427125	70	131.5294644	128.0624847	14.14213562	53.85164807	150	193.1320792	127.2792206	92.19544457	214.0093456	72.80109889	28.28427125	78.10249676	142.126704	131.5294644	140.3566885	142.126704	136.0147051	156.2049935	143.1782106	164.0121947	134.5362405	111.8033989	151.3274595	180.2775638	139.2838828	53.85164807	84.85281374	44.72135955	200	98.48857802	130	143.1782106	165.5294536	102.9563014	156.5247584	145.6021978	111.8033989	170.2938637	141.4213562	156.5247584	139.2838828	131.5294644	177.2004515	120.4159458	144.222051	20	14.14213562	121.6552506	156.2049935	108.1665383	114.0175425	197.9898987	90.55385138
41	292.7456234	80.62257748	130.3840481	260	143.1782106	246.9817807	281.7800561	80	176.9180601	150	281.6025568	208.8061302	42.42640687	265.7066051	248.394847	240	264.0075756	300	110.4536102	150.3329638	53.85164807	194.1648784	126.4911064	234.0939982	100	22.36067977	162.788206	136.0147051	250.1999201	253.179778	257.0992026	256.1249695	121.6552506	90.55385138	206.1552813	20	280	10	269.2582404	183.5755975	0	212.6029163	220	304.1381265	222.0360331	193.1320792	161.245155	76.15773106	240.208243	180.2775638	197.9898987	40	161.245155	70	259.6150997	41.23105626	141.4213562	210.9502311	260.7680962	50	298.3286778	101.9803903	250.7987241	58.30951895	41.23105626	196.468827	31.6227766	60	141.4213562	110.4536102	150.3329638	292.7456234	145.6021978	180.2775638	228.2542442	30	200	94.86832981	107.7032961	22.36067977	210	102.9563014	206.1552813	152.3154621	36.05551275	260.1922366	340	213.7755833	310.1612484	41.23105626	172.626765	41.23105626	166.4331698	187.8829423	143.1782106	67.08203932	251.7935662	296.8164416	304.1381265	150
42	250	138.9244399	133.4166406	116.6190379	130	114.0175425	114.0175425	161.245155	36.05551275	72.80109889	191.0497317	116.6190379	219.544984	130.3840481	50	188.6796226	111.8033989	226.27417	158.113883	170.2938637	201.246118	53.85164807	107.7032961	113.137085	113.137085	192.0937271	110	85.44003745	186.0107524	162.788206	148.6606875	60	181.1077028	147.6482306	125.2996409	226.27417	212.6029163	219.317122	125.2996409	72.80109889	212.6029163	0	178.8854382	194.1648784	152.6433752	98.48857802	141.4213562	142.126704	197.2308292	60.8276253	20	188.6796226	160	174.642492	142.126704	250	140	64.03124237	82.46211251	183.5755975	174.9285568	134.1640786	210.9502311	155.5634919	197.2308292	215.8703314	202.4845673	178.8854382	180	139.2838828	150.3329638	192.0937271	120	41.23105626	78.10249676	236.0084744	170.8800749	130.3840481	203.9607805	191.0497317	174.642492	215.8703314	218.4032967	82.46211251	210.9502311	208.0865205	160	211.896201	158.113883	192.0937271	192.3538406	180.2775638	70	85.44003745	190	206.1552813	170.2938637	110	264.0075756	160.3121954
43	80.62257748	155.241747	246.9817807	101.9803903	85.44003745	90.55385138	133.4166406	234.0939982	164.0121947	134.5362405	67.08203932	63.2455532	192.3538406	94.86832981	162.788206	20	111.8033989	80	254.9509757	70.71067812	171.1724277	125.2996409	216.3330765	80	178.8854382	200.2498439	248.394847	136.0147051	31.6227766	50	67.08203932	161.245155	101.9803903	228.4731932	53.85164807	240	60	230	104.4030651	108.1665383	220	178.8854382	0	94.33981132	30	80.62257748	63.2455532	202.4845673	22.36067977	122.0655562	161.245155	180	288.444102	150	76.15773106	233.4523506	82.46211251	117.0469991	140	170	98.99494937	223.6067977	36.05551275	196.468827	180.2775638	58.30951895	190.2629759	160	82.46211251	237.0653918	274.5906044	80.62257748	89.4427191	192.0937271	111.8033989	222.0360331	20	210.2379604	126.4911064	210.9502311	10	139.2838828	53.85164807	212.6029163	191.0497317	41.23105626	178.8854382	41.23105626	130.3840481	233.4523506	58.30951895	180.2775638	120.4159458	94.33981132	85.44003745	162.788206	42.42640687	162.788206	94.33981132	70
44	90.55385138	230.2172887	300.8321791	78.10249676	161.245155	80.62257748	94.33981132	301.4962686	196.977156	184.3908891	28.28427125	100.4987562	281.6025568	64.03124237	155.5634919	78.10249676	84.85281374	50	315.7530681	161.5549442	259.6150997	152.3154621	269.2582404	85.44003745	241.8677324	282.8427125	291.5475947	192.3538406	64.03124237	50.99019514	50.99019514	148.6606875	193.1320792	292.7456234	100	323.8826948	53.85164807	314.0063694	70.71067812	145.6021978	304.1381265	194.1648784	94.33981132	0	82.46211251	121.6552506	143.1782106	270.7397274	84.85281374	158.113883	183.5755975	264.7640459	338.3784863	235.3720459	53.85164807	322.8002478	162.788206	134.1640786	120.4159458	254.9509757	22.36067977	284.4292531	86.02325267	270	266.8332813	148.6606875	276.5863337	245.1530134	174.642492	296.1418579	325.7299495	14.14213562	160.3121954	223.6067977	116.6190379	310.4834939	111.8033989	272.9468813	219.317122	291.5475947	102.9563014	232.594067	141.4213562	256.3201124	278.9265136	72.11102551	110	127.2792206	60.8276253	310.1612484	152.6433752	263.0589288	164.924225	133.4166406	178.8854382	252.9822128	53.85164807	120.8304597	100	158.113883
45	98.99494937	150.3329638	232.594067	72.80109889	80	60.8276253	104.4030651	225.6102835	141.4213562	116.6190379	60	36.05551275	199.2485885	67.08203932	133.4166406	36.05551275	82.46211251	85.44003745	243.5159132	80.62257748	177.2004515	100	201.246118	50	167.6305461	200.9975124	230.2172887	120.8304597	36.05551275	31.6227766	42.42640687	131.5294644	111.8033989	218.4032967	28.28427125	241.8677324	67.08203932	231.9482701	76.15773106	84.85281374	222.0360331	152.6433752	30	82.46211251	0	56.56854249	60.8276253	194.1648784	44.72135955	98.99494937	136.0147051	182.4828759	272.9468813	152.9705854	50	240.4163056	80.62257748	89.4427191	110	172.626765	80.62257748	211.896201	58.30951895	191.0497317	184.3908891	85.44003745	194.1648784	162.788206	94.33981132	224.7220505	259.4224354	70.71067812	80.62257748	169.7056275	82.46211251	228.035085	36.05551275	199.2485885	138.9244399	210.2379604	31.6227766	152.6433752	82.46211251	194.1648784	196.468827	56.56854249	152.6433752	70.71067812	106.3014581	230.2172887	78.10249676	181.1077028	100	70.71067812	100	170.8800749	30	133.4166406	113.137085	76.15773106
