param n=100;
param m=4;
param K = 18;
param Q = 60;
param L =41;
param HC:= 
1 260.304
2 243.461
3 258.764
4 216.611;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
21	63.2455532	90.55385138	295.4657341	92.19544457	136.0147051	80.62257748	192.3538406	102.9563014	53.85164807	70	182.4828759	140.3566885	130.3840481	40	158.113883	192.3538406	174.9285568	246.9817807	236.0084744	156.5247584	0	237.6972865	270.1851217	191.0497317	215.8703314	206.1552813	166.4331698	70.71067812	143.1782106	208.8061302	90	92.19544457	144.222051	160.3121954	220.9072203	101.9803903	165.5294536	171.1724277	120.4159458	147.6482306	274.5906044	20	42.42640687	28.28427125	151.3274595	121.6552506	36.05551275	133.4166406	290.6888371	268.3281573	262.488095	275.1363298	230.2172887	269.2582404	111.8033989	92.19544457	240.8318916	111.8033989	200.9975124	230.8679276	303.644529	85.44003745	131.5294644	260.7680962	240.8318916	42.42640687	184.3908891	194.1648784	78.10249676	50.99019514	139.2838828	240.208243	98.99494937	117.0469991	76.15773106	72.80109889	147.6482306	322.0248438	94.86832981	241.8677324	161.245155	251.7935662	276.5863337	250.7987241	84.85281374	245.1530134	89.4427191	170.2938637	247.3863375	243.3105012	78.10249676	156.2049935	28.28427125	250	210.2379604	210.9502311	110	110	130.3840481	269.2582404
22	174.642492	210	58.30951895	147.6482306	102.9563014	158.113883	50	136.0147051	203.9607805	220.9072203	72.11102551	128.0624847	134.5362405	255.5386468	136.0147051	67.08203932	70	10	58.30951895	158.113883	237.6972865	0	94.33981132	114.0175425	140.3566885	44.72135955	80	220.2271555	94.86832981	151.3274595	220	240	100.4987562	100	110	162.788206	72.80109889	120.8304597	231.9482701	183.5755975	148.6606875	219.317122	224.7220505	228.2542442	130.3840481	202.2374842	273.1300057	108.1665383	130.3840481	36.05551275	31.6227766	40	100.4987562	31.6227766	184.3908891	170.2938637	111.8033989	155.5634919	72.80109889	110.4536102	70	190.2629759	203.9607805	117.0469991	72.80109889	257.0992026	64.03124237	58.30951895	164.924225	187.8829423	166.4331698	101.9803903	219.317122	170.2938637	296.8164416	200.9975124	92.19544457	86.02325267	250	121.6552506	125.2996409	123.6931688	58.30951895	14.14213562	219.317122	141.4213562	148.6606875	92.19544457	151.3274595	131.5294644	172.626765	100.4987562	250	28.28427125	30	110.4536102	142.126704	220.9072203	111.8033989	44.72135955
23	210.2379604	272.0294102	110	180.2775638	143.1782106	202.2374842	128.0624847	184.3908891	253.179778	276.5863337	92.19544457	131.5294644	141.4213562	274.5906044	216.3330765	82.46211251	144.222051	89.4427191	152.6433752	238.5372088	270.1851217	94.33981132	0	85.44003745	84.85281374	80.62257748	152.6433752	228.035085	148.6606875	98.99494937	281.6025568	300.8321791	165.5294536	110	58.30951895	172.626765	134.1640786	104.4030651	300.8321791	161.245155	60	250.1999201	243.3105012	251.7935662	123.6931688	273.1300057	301.4962686	141.4213562	36.05551275	114.0175425	72.80109889	80.62257748	44.72135955	92.19544457	180.2775638	182.4828759	42.42640687	162.788206	70.71067812	50	82.46211251	250	277.3084925	31.6227766	31.6227766	300.6659276	94.86832981	85.44003745	213.7755833	220	152.3154621	36.05551275	215.4065923	167.6305461	310.4834939	257.0992026	152.3154621	131.5294644	310.4834939	50	114.0175425	44.72135955	50	98.48857802	221.3594362	67.08203932	192.3538406	172.0465053	76.15773106	58.30951895	225.6102835	174.9285568	290.1723626	67.08203932	113.137085	67.08203932	160.3121954	287.923601	170.8800749	60.8276253
24	136.0147051	210.9502311	161.245155	107.7032961	84.85281374	134.1640786	111.8033989	122.0655562	183.8477631	210.2379604	50.99019514	50.99019514	60.8276253	191.0497317	180.2775638	50	117.0469991	117.0469991	160	200	191.0497317	114.0175425	85.44003745	0	36.05551275	70.71067812	120.8304597	143.1782106	100	41.23105626	219.544984	237.0653918	122.0655562	42.42640687	30	90	98.48857802	20	244.1311123	78.10249676	85.44003745	171.1724277	160.3121954	170	40	220.2271555	220	78.10249676	100	148.6606875	116.6190379	130.3840481	41.23105626	134.1640786	94.86832981	100	50	80	41.23105626	40	148.6606875	188.6796226	226.715681	70	64.03124237	225.6102835	60.8276253	60	147.6482306	143.1782106	67.08203932	50.99019514	130	82.46211251	225.6102835	192.3538406	108.1665383	188.6796226	245.9674775	50.99019514	30	60.8276253	113.137085	126.4911064	136.0147051	58.30951895	125.2996409	143.1782106	64.03124237	53.85164807	161.245155	138.9244399	213.7755833	102.9563014	110	20	82.46211251	230.2172887	120.4159458	114.0175425
25	165.5294536	244.1311123	180.2775638	138.9244399	120.4159458	166.4331698	145.6021978	156.2049935	214.7091055	241.8677324	85.44003745	80.62257748	89.4427191	210.2379604	216.3330765	82.46211251	152.3154621	141.4213562	191.0497317	236.0084744	215.8703314	140.3566885	84.85281374	36.05551275	0	100.4987562	156.5247584	160	136.0147051	14.14213562	252.3885893	269.2582404	158.113883	78.10249676	31.6227766	114.0175425	134.1640786	50	278.0287755	82.46211251	60	196.468827	181.1077028	192.3538406	67.08203932	254.9509757	241.8677324	113.137085	85.44003745	172.626765	136.0147051	148.6606875	44.72135955	155.241747	110	123.6931688	42.42640687	104.4030651	70.71067812	36.05551275	161.245155	222.0360331	261.7250466	58.30951895	76.15773106	252.9822128	94.86832981	92.19544457	180.2775638	170.8800749	80	50	141.4213562	100.4987562	240.8318916	224.7220505	144.222051	206.1552813	277.8488798	36.05551275	58.30951895	44.72135955	125.2996409	151.3274595	150.3329638	30	158.113883	178.8854382	31.6227766	31.6227766	194.1648784	174.9285568	240.4163056	123.6931688	141.4213562	30	111.8033989	264.0075756	156.2049935	130
26	143.1782106	194.1648784	98.99494937	114.0175425	70.71067812	130.3840481	50	110	180	200.9975124	28.28427125	84.85281374	92.19544457	219.317122	136.0147051	22.36067977	64.03124237	50	90.55385138	158.113883	206.1552813	44.72135955	80.62257748	70.71067812	100.4987562	0	72.11102551	180.2775638	70.71067812	110	203.9607805	223.6067977	85.44003745	56.56854249	72.80109889	122.0655562	53.85164807	76.15773106	221.3594362	138.9244399	122.0655562	186.8154169	187.8829423	193.1320792	86.02325267	193.1320792	240.4163056	72.80109889	114.0175425	80.62257748	58.30951895	72.11102551	67.08203932	70.71067812	141.4213562	130.3840481	80.62257748	114.0175425	30	76.15773106	98.48857802	172.626765	196.977156	92.19544457	50	230.8679276	22.36067977	14.14213562	140	155.241747	122.0655562	72.11102551	176.9180601	127.2792206	259.4224354	181.1077028	72.80109889	127.2792206	233.4523506	89.4427191	80.62257748	94.33981132	70.71067812	58.30951895	178.0449381	107.7032961	120.4159458	92.19544457	117.0469991	98.48857802	150.3329638	94.33981132	222.0360331	44.72135955	41.23105626	70.71067812	102.9563014	208.8061302	92.19544457	63.2455532
27	106.3014581	130	133.4166406	86.02325267	50.99019514	86.02325267	30	64.03124237	126.4911064	141.4213562	72.11102551	100	100.4987562	191.0497317	64.03124237	78.10249676	10	90	70.71067812	86.02325267	166.4331698	80	152.6433752	120.8304597	156.5247584	72.11102551	0	166.4331698	31.6227766	161.5549442	140	160	22.36067977	82.46211251	136.0147051	117.0469991	22.36067977	114.0175425	152.9705854	160.3121954	191.0497317	150	162.788206	162.788206	110.4536102	123.6931688	202.4845673	60.8276253	186.0107524	104.4030651	110.4536102	120	134.5362405	110.4536102	145.6021978	120.8304597	148.6606875	114.0175425	92.19544457	142.126704	150	110.4536102	126.4911064	162.788206	122.0655562	180.2775638	64.03124237	70.71067812	89.4427191	120.4159458	140.3566885	141.4213562	174.642492	133.4166406	233.4523506	121.6552506	22.36067977	158.113883	170	156.2049935	111.8033989	162.788206	133.4166406	90.55385138	170	172.0465053	78.10249676	22.36067977	180.2775638	164.0121947	94.86832981	22.36067977	174.642492	101.9803903	50	130.3840481	94.86832981	141.4213562	36.05551275	121.6552506
28	70.71067812	145.6021978	278.0287755	80.62257748	120.4159458	92.19544457	184.3908891	107.7032961	104.4030651	130	152.6433752	98.48857802	89.4427191	50.99019514	184.3908891	161.245155	172.0465053	228.035085	236.0084744	191.0497317	70.71067812	220.2271555	228.035085	143.1782106	160	180.2775638	166.4331698	0	136.0147051	150.3329638	148.6606875	156.5247584	147.6482306	125.2996409	172.626765	58.30951895	156.2049935	123.6931688	180.2775638	82.46211251	220	58.30951895	28.28427125	42.42640687	104.4030651	172.626765	85.44003745	113.137085	241.8677324	254.9509757	238.5372088	252.3885893	184.3908891	250	50	50	192.3538406	67.08203932	165.5294536	182.4828759	277.8488798	131.5294644	182.4828759	212.1320344	202.4845673	113.137085	158.113883	166.4331698	100.4987562	60	80	194.1648784	28.28427125	60.8276253	82.46211251	123.6931688	144.222051	306.1045573	161.245155	191.0497317	114.0175425	200.9975124	245.9674775	234.3074903	14.14213562	190	94.86832981	178.8854382	190.2629759	190.2629759	110	165.5294536	98.99494937	224.7220505	197.9898987	162.788206	78.10249676	167.6305461	134.1640786	241.8677324
29	80.62257748	123.6931688	152.3154621	56.56854249	20	63.2455532	50	41.23105626	110.4536102	130.3840481	58.30951895	70.71067812	70	164.0121947	80.62257748	67.08203932	36.05551275	104.4030651	100	100	143.1782106	94.86832981	148.6606875	100	136.0147051	70.71067812	31.6227766	136.0147051	0	138.9244399	133.4166406	152.9705854	22.36067977	58.30951895	120.4159458	85.44003745	22.36067977	89.4427191	152.3154621	130	178.0449381	125.2996409	134.5362405	136.0147051	82.46211251	125.2996409	178.8854382	30	178.8854382	125.2996409	121.6552506	133.4166406	122.0655562	126.4911064	114.0175425	89.4427191	136.0147051	82.46211251	80.62257748	128.0624847	162.788206	101.9803903	130.3840481	152.6433752	117.0469991	162.788206	53.85164807	63.2455532	70.71067812	94.33981132	110	130.3840481	143.1782106	101.9803903	206.1552813	110.4536102	10	178.8854382	162.788206	142.126704	85.44003745	150	140	107.7032961	138.9244399	155.5634919	53.85164807	50	162.788206	148.6606875	80	41.23105626	155.241747	110.4536102	67.08203932	113.137085	63.2455532	139.2838828	22.36067977	130.3840481
30	161.245155	242.0743687	193.1320792	136.0147051	122.0655562	164.0121947	152.9705854	155.5634919	210.9502311	238.5372088	92.19544457	78.10249676	86.02325267	200.9975124	219.544984	90.55385138	158.113883	152.9705854	200.2498439	238.5372088	208.8061302	151.3274595	98.99494937	41.23105626	14.14213562	110	161.5549442	150.3329638	138.9244399	0	250	266.2705391	161.245155	80.62257748	44.72135955	107.7032961	139.2838828	50	276.5863337	70.71067812	70.71067812	189.7366596	172.626765	184.3908891	64.03124237	254.5584412	233.4523506	114.0175425	98.48857802	184.3908891	148.6606875	161.5549442	58.30951895	167.6305461	100.4987562	117.0469991	56.56854249	98.48857802	80	50	174.9285568	220.2271555	261.7250466	72.11102551	89.4427191	246.9817807	101.9803903	100.4987562	178.0449381	165.5294536	70.71067812	64.03124237	130.3840481	92.19544457	230.2172887	222.0360331	147.6482306	219.317122	274.5906044	50	56.56854249	58.30951895	138.9244399	162.788206	140	41.23105626	156.2049935	183.8477631	40	44.72135955	192.0937271	178.8854382	234.0939982	136.0147051	150.3329638	41.23105626	108.1665383	262.488095	158.113883	143.1782106
31	92.19544457	10	271.6615541	114.0175425	139.2838828	86.02325267	170	98.48857802	44.72135955	20	189.7366596	172.0465053	164.0121947	130	98.48857802	199.2485885	150	230	196.468827	86.02325267	90	220	281.6025568	219.544984	252.3885893	203.9607805	140	148.6606875	133.4166406	250	0	20	120.4159458	178.8854382	245.9674775	148.6606875	151.3274595	202.4845673	31.6227766	206.1552813	304.1381265	92.19544457	123.6931688	111.8033989	186.0107524	36.05551275	114.0175425	143.1782106	310.1612484	241.8677324	250.1999201	260	250.7987241	250.1999201	172.0465053	142.126704	264.0075756	155.5634919	211.896201	254.9509757	290	31.6227766	44.72135955	282.3118843	250	67.08203932	186.8154169	196.468827	72.11102551	94.33981132	191.0497317	260	174.642492	170.2938637	162.788206	28.28427125	131.5294644	294.2787794	30	268.3281573	194.1648784	277.3084925	271.6615541	230.2172887	161.5549442	277.8488798	94.33981132	131.5294644	283.019434	272.9468813	58.30951895	120.4159458	72.80109889	240.8318916	190	237.0653918	142.126704	20	111.8033989	260.7680962
32	106.3014581	30	291.5475947	130.3840481	158.113883	102.9563014	190	117.0469991	56.56854249	28.28427125	208.8061302	188.6796226	180.2775638	131.5294644	117.0469991	218.4032967	170	250	215.8703314	102.9563014	92.19544457	240	300.8321791	237.0653918	269.2582404	223.6067977	160	156.5247584	152.9705854	266.2705391	20	0	140.3566885	196.977156	264.0075756	162.788206	171.1724277	219.544984	31.6227766	219.317122	322.0248438	98.48857802	130	117.0469991	202.4845673	50	110.4536102	161.5549442	328.9376841	261.7250466	270.1851217	280	269.2582404	270.1851217	184.3908891	155.5634919	282.3118843	170.2938637	230.8679276	273.1300057	310	50.99019514	56.56854249	300.8321791	269.2582404	60.8276253	206.1552813	215.8703314	89.4427191	106.3014581	205.1828453	278.5677655	183.5755975	183.8477631	160.3121954	44.72135955	151.3274595	314.0063694	10	286.3564213	210.9502311	295.4657341	291.5475947	250.1999201	170	295.2964612	111.8033989	151.3274595	300.1666204	290.6888371	76.15773106	140.3566885	70	260.7680962	210	254.9509757	158.113883	28.28427125	131.5294644	280.713377
33	84.85281374	110.4536102	155.241747	67.08203932	41.23105626	64.03124237	50.99019514	42.42640687	104.4030651	120.4159458	78.10249676	92.19544457	90.55385138	169.7056275	58.30951895	86.02325267	31.6227766	110.4536102	92.19544457	78.10249676	144.222051	100.4987562	165.5294536	122.0655562	158.113883	85.44003745	22.36067977	147.6482306	22.36067977	161.245155	120.4159458	140.3566885	0	80.62257748	141.4213562	101.9803903	31.6227766	111.8033989	136.0147051	150.3329638	198.4943324	128.0624847	142.126704	141.4213562	104.4030651	107.7032961	180.2775638	50.99019514	197.2308292	126.4911064	130	140.3566885	142.126704	131.5294644	131.5294644	104.4030651	156.2049935	100.4987562	100	148.6606875	170.2938637	90	111.8033989	172.0465053	134.1640786	158.113883	72.11102551	80.62257748	67.08203932	98.99494937	130.3840481	150	158.113883	120.4159458	212.1320344	100.4987562	14.14213562	180.2775638	150.3329638	162.788206	107.7032961	170.2938637	151.3274595	111.8033989	152.3154621	176.9180601	56.56854249	31.6227766	184.3908891	169.7056275	72.80109889	20	152.3154621	120.4159458	70.71067812	134.5362405	80.62257748	123.6931688	14.14213562	140.3566885
34	100.4987562	170	155.5634919	70.71067812	42.42640687	94.86832981	80.62257748	80.62257748	145.6021978	170.8800749	28.28427125	28.28427125	36.05551275	167.6305461	138.9244399	36.05551275	80.62257748	106.3014581	133.4166406	158.113883	160.3121954	100	110	42.42640687	78.10249676	56.56854249	82.46211251	125.2996409	58.30951895	80.62257748	178.8854382	196.977156	80.62257748	0	67.08203932	67.08203932	60.8276253	31.6227766	202.4845673	85.44003745	125.2996409	140.3566885	136.0147051	143.1782106	31.6227766	178.0449381	192.3538406	36.05551275	133.4166406	136.0147051	114.0175425	128.0624847	72.80109889	127.2792206	84.85281374	76.15773106	85.44003745	58.30951895	41.23105626	76.15773106	152.6433752	147.6482306	184.3908891	104.4030651	80.62257748	191.0497317	36.05551275	42.42640687	107.7032961	110	67.08203932	82.46211251	120.4159458	70.71067812	206.1552813	152.3154621	67.08203932	183.8477631	206.1552813	89.4427191	30	98.48857802	120.8304597	114.0175425	122.0655562	100	85.44003745	104.4030651	106.3014581	94.33981132	120.8304597	98.48857802	180.2775638	100	85.44003745	58.30951895	50.99019514	188.6796226	78.10249676	116.6190379
35	164.924225	237.0653918	148.6606875	136.0147051	108.1665383	161.5549442	120.8304597	147.6482306	211.896201	237.6972865	64.03124237	80.62257748	90.55385138	220.9072203	198.4943324	58.30951895	130.3840481	110.4536102	162.788206	219.317122	220.9072203	110	58.30951895	30	31.6227766	72.80109889	136.0147051	172.626765	120.4159458	44.72135955	245.9674775	264.0075756	141.4213562	67.08203932	0	120	114.0175425	50	269.2582404	102.9563014	58.30951895	200.9975124	190.2629759	200	70	244.1311123	250	102.9563014	70	141.4213562	104.4030651	117.0469991	14.14213562	123.6931688	123.6931688	130	20	110	44.72135955	10	130.3840481	214.7091055	250	40	44.72135955	254.9509757	72.11102551	67.08203932	174.642492	172.626765	94.86832981	22.36067977	158.113883	111.8033989	254.9509757	219.317122	127.2792206	174.642492	273.1300057	22.36067977	60	31.6227766	94.33981132	120.4159458	164.924225	36.05551275	152.3154621	158.113883	44.72135955	28.28427125	187.8829423	156.2049935	243.3105012	92.19544457	114.0175425	10	111.8033989	255.5386468	142.126704	98.48857802
36	56.56854249	142.126704	220.2271555	41.23105626	67.08203932	67.08203932	130.3840481	70.71067812	106.3014581	134.5362405	94.33981132	41.23105626	31.6227766	101.9803903	150.3329638	102.9563014	120.8304597	170.2938637	183.5755975	162.788206	101.9803903	162.788206	172.626765	90	114.0175425	122.0655562	117.0469991	58.30951895	85.44003745	107.7032961	148.6606875	162.788206	101.9803903	67.08203932	120	0	102.9563014	70	178.0449381	58.30951895	172.626765	82.46211251	70.71067812	80	50	161.245155	130	58.30951895	190	197.9898987	180.2775638	194.1648784	130.3840481	192.0937271	30	10	140	10	107.7032961	130	219.544984	122.0655562	170	160	145.6021978	139.2838828	100	108.1665383	80.62257748	58.30951895	42.42640687	140.3566885	58.30951895	22.36067977	139.2838828	120.4159458	94.86832981	248.394847	170.2938637	140.3566885	60	150.3329638	187.8829423	176.9180601	56.56854249	143.1782106	63.2455532	133.4166406	145.6021978	141.4213562	94.33981132	121.6552506	126.4911064	166.4331698	142.126704	110	22.36067977	164.0121947	90.55385138	183.5755975
37	102.9563014	141.4213562	130	78.10249676	36.05551275	85.44003745	28.28427125	63.2455532	131.5294644	150	50	80.62257748	82.46211251	186.0107524	84.85281374	56.56854249	20	82.46211251	80.62257748	106.3014581	165.5294536	72.80109889	134.1640786	98.48857802	134.1640786	53.85164807	22.36067977	156.2049935	22.36067977	139.2838828	151.3274595	171.1724277	31.6227766	60.8276253	114.0175425	102.9563014	0	92.19544457	167.6305461	141.4213562	169.7056275	147.6482306	156.2049935	158.113883	90	139.2838828	201.246118	44.72135955	166.4331698	102.9563014	100.4987562	111.8033989	113.137085	104.4030651	130	108.1665383	127.2792206	98.48857802	70.71067812	120.4159458	141.4213562	120.4159458	143.1782106	142.126704	102.9563014	184.3908891	42.42640687	50	92.19544457	116.6190379	121.6552506	120.4159458	161.245155	117.0469991	228.035085	130	20	156.5247584	181.1077028	134.5362405	90.55385138	141.4213562	120.4159458	85.44003745	158.113883	150	76.15773106	44.72135955	158.113883	142.126704	100.4987562	42.42640687	177.2004515	90	44.72135955	108.1665383	80.62257748	155.241747	40	110
38	117.0469991	194.1648784	172.0465053	89.4427191	72.11102551	116.6190379	110	106.3014581	165.5294536	192.3538406	50.99019514	31.6227766	41.23105626	171.1724277	170	53.85164807	111.8033989	125.2996409	161.245155	188.6796226	171.1724277	120.8304597	104.4030651	20	50	76.15773106	114.0175425	123.6931688	89.4427191	50	202.4845673	219.544984	111.8033989	31.6227766	50	70	92.19544457	0	228.035085	64.03124237	104.4030651	151.3274595	140.3566885	150	20	205.1828453	200	64.03124237	120	156.5247584	128.0624847	142.126704	60.8276253	144.222051	76.15773106	80	70	60	50	60	162.788206	172.0465053	212.1320344	90	80.62257748	206.1552813	60.8276253	63.2455532	130.3840481	123.6931688	50	70.71067812	111.8033989	63.2455532	206.1552813	174.9285568	98.48857802	200	228.2542442	70.71067812	10	80.62257748	128.0624847	134.1640786	117.0469991	76.15773106	108.1665383	136.0147051	80.62257748	72.80109889	144.222051	130	194.1648784	114.0175425	111.8033989	40	63.2455532	214.0093456	108.1665383	127.2792206
39	122.0655562	36.05551275	280	141.4213562	161.245155	113.137085	182.4828759	122.0655562	76.15773106	50.99019514	210.2379604	198.4943324	191.0497317	160.3121954	100.4987562	219.317122	162.788206	241.8677324	200.9975124	82.46211251	120.4159458	231.9482701	300.8321791	244.1311123	278.0287755	221.3594362	152.9705854	180.2775638	152.3154621	276.5863337	31.6227766	31.6227766	136.0147051	202.4845673	269.2582404	178.0449381	167.6305461	228.035085	0	236.0084744	327.5667871	123.6931688	155.241747	143.1782106	212.6029163	30	141.4213562	166.4331698	331.0589071	250	263.0589288	271.6615541	272.9468813	260.7680962	202.4845673	172.0465053	286.5309756	184.3908891	232.594067	277.8488798	301.4962686	56.56854249	31.6227766	304.1381265	269.2582404	92.19544457	206.1552813	215.4065923	98.99494937	125.2996409	220.2271555	281.7800561	206.1552813	200	191.0497317	58.30951895	148.6606875	300.6659276	36.05551275	291.5475947	220.2271555	300.1666204	286.3564213	240.8318916	193.1320792	302.3243292	120.4159458	140.3566885	308.058436	296.8164416	84.85281374	131.5294644	100.4987562	254.9509757	202.2374842	260.7680962	169.7056275	14.14213562	130	274.5906044
40	114.0175425	200	236.0084744	98.48857802	110	125.2996409	164.924225	126.4911064	162.788206	191.0497317	111.8033989	60.8276253	60	133.4166406	203.9607805	116.6190379	161.245155	188.6796226	218.4032967	218.4032967	147.6482306	183.5755975	161.245155	78.10249676	82.46211251	138.9244399	160.3121954	82.46211251	130	70.71067812	206.1552813	219.317122	150.3329638	85.44003745	102.9563014	58.30951895	141.4213562	64.03124237	236.0084744	0	141.4213562	130.3840481	107.7032961	120.8304597	53.85164807	219.544984	167.6305461	100	167.6305461	219.544984	192.0937271	206.1552813	116.6190379	208.0865205	36.05551275	64.03124237	120.8304597	53.85164807	114.0175425	111.8033989	226.27417	180.2775638	228.2542442	139.2838828	142.126704	188.6796226	120.8304597	125.2996409	138.9244399	113.137085	20	125.2996409	60	36.05551275	160	178.0449381	140	264.0075756	226.27417	117.0469991	58.30951895	126.4911064	191.0497317	197.2308292	70.71067812	111.8033989	120.8304597	180	110.4536102	114.0175425	152.6433752	170.2938637	174.9285568	178.0449381	170.8800749	94.33981132	72.80109889	222.0360331	141.4213562	191.0497317
41	221.3594362	295.2964612	170	193.1320792	166.4331698	219.317122	172.0465053	205.9126028	269.2582404	295.4657341	120.4159458	136.0147051	145.6021978	270.1851217	254.5584412	113.137085	184.3908891	145.6021978	206.1552813	275.8622845	274.5906044	148.6606875	60	85.44003745	60	122.0655562	191.0497317	220	178.0449381	70.71067812	304.1381265	322.0248438	198.4943324	125.2996409	58.30951895	172.626765	169.7056275	104.4030651	327.5667871	141.4213562	0	254.9509757	240.8318916	251.7935662	123.6931688	302.3243292	301.4962686	161.245155	36.05551275	172.626765	131.5294644	140.3566885	56.56854249	151.3274595	170	182.4828759	42.42640687	162.788206	98.99494937	50	141.4213562	272.9468813	308.058436	31.6227766	76.15773106	310.4834939	127.2792206	120.4159458	232.594067	228.035085	140	50	200.9975124	160.3121954	300.6659276	277.3084925	184.3908891	191.0497317	331.0589071	36.05551275	114.0175425	28.28427125	110	155.241747	210.2379604	30	210.2379604	212.6029163	31.6227766	31.6227766	245.9674775	212.1320344	298.3286778	123.6931688	161.245155	67.08203932	167.6305461	313.8470965	200	120.4159458
42	44.72135955	90.55385138	277.3084925	72.80109889	117.0469991	64.03124237	174.9285568	86.02325267	50	72.80109889	162.788206	120.4159458	110.4536102	44.72135955	147.6482306	172.626765	158.113883	228.4731932	220.2271555	148.6606875	20	219.317122	250.1999201	171.1724277	196.468827	186.8154169	150	58.30951895	125.2996409	189.7366596	92.19544457	98.48857802	128.0624847	140.3566885	200.9975124	82.46211251	147.6482306	151.3274595	123.6931688	130.3840481	254.9509757	0	31.6227766	20	131.5294644	120	53.85164807	114.0175425	270.7397274	250.5992817	243.5159132	256.3201124	210.2379604	250.7987241	94.33981132	72.80109889	220.9072203	92.19544457	181.1077028	210.9502311	284.6049894	80.62257748	130	240.8318916	220.9072203	58.30951895	164.924225	174.642492	64.03124237	31.6227766	120.8304597	220.2271555	86.02325267	98.48857802	86.02325267	70	130.3840481	304.1381265	102.9563014	222.0360331	141.4213562	231.9482701	257.0992026	232.594067	72.11102551	225.6102835	72.11102551	155.5634919	228.035085	223.6067977	67.08203932	141.4213562	44.72135955	230.8679276	192.3538406	191.0497317	90	111.8033989	114.0175425	250
43	58.30951895	121.6552506	283.019434	78.10249676	122.0655562	80.62257748	184.3908891	100	80.62257748	104.4030651	161.5549442	111.8033989	101.9803903	31.6227766	170.8800749	170.8800749	169.7056275	233.2380758	233.4523506	174.642492	42.42640687	224.7220505	243.3105012	160.3121954	181.1077028	187.8829423	162.788206	28.28427125	134.5362405	172.626765	123.6931688	130	142.126704	136.0147051	190.2629759	70.71067812	156.2049935	140.3566885	155.241747	107.7032961	240.8318916	31.6227766	0	14.14213562	120.4159458	150.3329638	60.8276253	116.6190379	260.1922366	258.069758	245.9674775	259.4224354	200.9975124	255.5386468	72.80109889	60.8276253	210.2379604	80.62257748	177.2004515	200.2498439	286.3564213	110	160.3121954	230.2172887	215.8703314	84.85281374	165.5294536	174.642492	85.44003745	44.72135955	101.9803903	210.9502311	56.56854249	80.62257748	72.11102551	100.4987562	141.4213562	310.6444913	134.1640786	210	130.3840481	220	256.3201124	238.5372088	42.42640687	210.9502311	86.02325267	172.0465053	212.1320344	210.2379604	92.19544457	158.113883	70.71067812	232.594067	200	180.2775638	85.44003745	143.1782106	128.0624847	250.7987241
44	56.56854249	110.4536102	286.5309756	80.62257748	125.2996409	78.10249676	186.0107524	98.99494937	70	92.19544457	167.6305461	120.4159458	110.4536102	28.28427125	165.5294536	177.2004515	170.2938637	237.0653918	233.4523506	167.6305461	28.28427125	228.2542442	251.7935662	170	192.3538406	193.1320792	162.788206	42.42640687	136.0147051	184.3908891	111.8033989	117.0469991	141.4213562	143.1782106	200	80	158.113883	150	143.1782106	120.8304597	251.7935662	20	14.14213562	0	130	140	50	120.8304597	270	260.7680962	250.7987241	264.0075756	210.2379604	259.4224354	85.44003745	70	220	90	184.3908891	210	291.5475947	100.4987562	150	240	223.6067977	70.71067812	170.8800749	180.2775638	80.62257748	42.42640687	114.0175425	220.2271555	70.71067812	92.19544457	70.71067812	90	142.126704	313.8470965	120.8304597	220.2271555	140	230.2172887	262.488095	241.8677324	56.56854249	222.0360331	84.85281374	170.2938637	223.6067977	220.9072203	85.44003745	156.2049935	56.56854249	237.6972865	202.4845673	190	92.19544457	131.5294644	127.2792206	256.3201124
45	98.48857802	178.0449381	184.3908891	72.11102551	63.2455532	100	111.8033989	92.19544457	147.6482306	174.9285568	58.30951895	14.14213562	22.36067977	151.3274595	161.5549442	64.03124237	110	136.0147051	164.924225	178.8854382	151.3274595	130.3840481	123.6931688	40	67.08203932	86.02325267	110.4536102	104.4030651	82.46211251	64.03124237	186.0107524	202.4845673	104.4030651	31.6227766	70	50	90	20	212.6029163	53.85164807	123.6931688	131.5294644	120.4159458	130	0	191.0497317	180	53.85164807	140	166.4331698	141.4213562	155.5634919	80.62257748	156.2049935	58.30951895	60	90	40	64.03124237	80	178.0449381	156.2049935	198.4943324	110	98.48857802	186.8154169	67.08203932	72.11102551	114.0175425	104.4030651	36.05551275	90.55385138	94.33981132	44.72135955	186.8154169	158.113883	92.19544457	212.6029163	210.9502311	90.55385138	10	100.4987562	144.222051	144.222051	98.48857802	94.86832981	92.19544457	131.5294644	98.48857802	92.19544457	128.0624847	123.6931688	174.642492	127.2792206	117.0469991	60	44.72135955	198.4943324	98.48857802	142.126704
