param n=100;
param m=4;
param K = 18;
param Q = 60;
param L =40;
param HC:= 
1 239.453
2 231.682
3 268.779
4 259.268;

param o:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100:=
21	256.1249695	268.3281573	110	41.23105626	184.3908891	172.626765	193.1320792	286.3564213	190	213.7755833	20	130.3840481	100	31.6227766	264.1968963	20	259.6150997	237.0653918	130.3840481	161.245155	0	130	94.33981132	111.8033989	114.0175425	186.0107524	150	117.0469991	292.7456234	80.62257748	133.4166406	111.8033989	22.36067977	250.7987241	281.6025568	145.6021978	90.55385138	143.1782106	80	206.1552813	114.0175425	219.544984	80	220.2271555	170.2938637	130.3840481	70.71067812	141.4213562	80.62257748	340	85.44003745	120	192.0937271	194.1648784	197.9898987	148.6606875	178.0449381	282.3118843	184.3908891	313.0495168	76.15773106	250	246.9817807	248.394847	121.6552506	176.9180601	140.3566885	210.9502311	222.0360331	143.1782106	184.3908891	205.1828453	104.4030651	53.85164807	187.8829423	123.6931688	260.1922366	253.179778	200	281.7800561	199.2485885	180	250.7987241	300	228.2542442	270	42.42640687	245.9674775	94.86832981	30	273.1300057	36.05551275	210	254.9509757	161.245155	152.9705854	234.3074903	176.9180601	300.8321791	257.0992026
22	174.642492	162.788206	170.2938637	90.55385138	64.03124237	50	86.02325267	176.9180601	60	89.4427191	150	10	30	100.4987562	164.0121947	110	138.9244399	136.0147051	176.9180601	219.317122	130	0	70.71067812	155.5634919	148.6606875	111.8033989	90.55385138	142.126704	164.924225	72.11102551	164.0121947	186.0107524	121.6552506	121.6552506	152.9705854	41.23105626	150	31.6227766	50	86.02325267	36.05551275	125.2996409	152.6433752	145.6021978	110	10	156.5247584	22.36067977	72.11102551	233.4523506	128.0624847	10	121.6552506	114.0175425	140.3566885	50.99019514	110.4536102	170.2938637	120.4159458	205.1828453	122.0655562	120	134.5362405	170.8800749	162.788206	120	14.14213562	120.8304597	94.86832981	31.6227766	64.03124237	150.3329638	141.4213562	158.113883	89.4427191	156.2049935	130.3840481	126.4911064	70	176.9180601	84.85281374	50	121.6552506	170	130.3840481	140	104.4030651	142.126704	134.5362405	100	162.788206	101.9803903	80	130	36.05551275	180.2775638	158.113883	130.3840481	186.0107524	134.1640786
23	241.8677324	233.4523506	178.8854382	56.56854249	100.4987562	120.4159458	156.2049935	247.5883681	120.8304597	130.3840481	111.8033989	64.03124237	53.85164807	78.10249676	234.3074903	78.10249676	208.0865205	206.1552813	193.1320792	232.594067	94.33981132	70.71067812	0	170.8800749	167.6305461	174.642492	145.6021978	164.924225	210.2379604	14.14213562	186.8154169	188.6796226	98.99494937	172.626765	200.9975124	60.8276253	156.5247584	63.2455532	50	156.2049935	36.05551275	194.1648784	152.6433752	210.2379604	167.6305461	78.10249676	150	92.19544457	90.55385138	304.1381265	139.2838828	64.03124237	183.8477631	178.8854382	199.2485885	116.6190379	170.8800749	240.8318916	180.2775638	275.8622845	130	177.2004515	205.1828453	237.0653918	180.2775638	177.2004515	72.11102551	188.6796226	141.4213562	100	134.5362405	208.8061302	158.113883	141.4213562	158.113883	177.2004515	189.7366596	170.2938637	130	247.5883681	155.5634919	111.8033989	183.8477631	225.6102835	200	196.468827	53.85164807	212.6029163	148.6606875	70.71067812	233.4523506	86.02325267	139.2838828	170	85.44003745	206.1552813	223.6067977	184.3908891	256.1249695	202.4845673
24	186.8154169	220.2271555	20	121.6552506	219.317122	170	164.924225	240.208243	202.4845673	242.0743687	117.0469991	162.788206	136.0147051	100.4987562	210.9502311	110	233.4523506	190	22.36067977	64.03124237	111.8033989	155.5634919	170.8800749	0	10	130	101.9803903	20	308.8689042	158.113883	22.36067977	40	90.55385138	264.1968963	295.2964612	192.0937271	22.36067977	184.3908891	125.2996409	189.7366596	166.4331698	170	36.05551275	152.9705854	110	148.6606875	50	150	86.02325267	284.4292531	31.6227766	148.6606875	130.3840481	140	123.6931688	134.1640786	120	240	120.4159458	261.7250466	41.23105626	254.9509757	210.9502311	177.2004515	10	110.4536102	169.7056275	160	244.1311123	144.222051	174.642492	126.4911064	14.14213562	72.11102551	152.9705854	14.14213562	260	274.5906044	210.9502311	230.8679276	177.2004515	194.1648784	246.9817807	300.8321791	180	273.1300057	140.3566885	200	22.36067977	110.4536102	230	90.55385138	219.544984	280.1785145	191.0497317	41.23105626	164.924225	101.9803903	260	235.3720459
25	177.2004515	210.2379604	30	120.4159458	212.1320344	161.245155	155.241747	230.2172887	194.1648784	234.3074903	120.8304597	156.2049935	130.3840481	100	200.9975124	110.4536102	223.6067977	180	28.28427125	70.71067812	114.0175425	148.6606875	167.6305461	10	0	120	92.19544457	10	300.1666204	155.241747	20	50	92.19544457	255.5386468	286.5309756	186.0107524	28.28427125	178.0449381	120.8304597	180.2775638	161.245155	160	42.42640687	143.1782106	100	141.4213562	56.56854249	142.126704	80.62257748	274.5906044	30	142.126704	120.4159458	130	114.0175425	125.2996409	110	230	110.4536102	251.7935662	40	245.9674775	200.9975124	167.6305461	14.14213562	100.4987562	162.788206	150	236.0084744	136.0147051	165.5294536	117.0469991	10	78.10249676	143.1782106	10	250.7987241	266.2705391	202.4845673	220.9072203	167.6305461	186.0107524	237.6972865	291.5475947	170	264.0075756	140	190	20	110	220	90	210.9502311	272.0294102	183.8477631	40	155.241747	92.19544457	250	225.6102835
26	70.71067812	90.55385138	150	162.788206	152.9705854	82.46211251	50	110.4536102	117.0469991	161.5549442	202.4845673	121.6552506	120.8304597	156.2049935	82.46211251	170.2938637	107.7032961	60	141.4213562	177.2004515	186.0107524	111.8033989	174.642492	130	120	0	36.05551275	110	205.1828453	170	121.6552506	170	166.4331698	164.0121947	191.0497317	150.3329638	141.4213562	140.3566885	130.3840481	78.10249676	145.6021978	40	152.9705854	36.05551275	20	101.9803903	164.924225	90.55385138	106.3014581	158.113883	123.6931688	114.0175425	10	10	31.6227766	60.8276253	10	110	14.14213562	133.4166406	126.4911064	148.6606875	82.46211251	64.03124237	130.3840481	22.36067977	120.4159458	30	156.5247584	80.62257748	76.15773106	41.23105626	120.4159458	180.2775638	36.05551275	120.4159458	148.6606875	180.2775638	120.8304597	101.9803903	64.03124237	114.0175425	134.5362405	186.0107524	50	162.788206	184.3908891	70	121.6552506	162.788206	100	150	125.2996409	188.6796226	130.3840481	126.4911064	50	36.05551275	130	111.8033989
27	106.3014581	123.6931688	121.6552506	128.0624847	143.1782106	78.10249676	63.2455532	143.1782106	114.0175425	158.113883	166.4331698	100.4987562	92.19544457	120.4159458	117.0469991	134.5362405	131.5294644	92.19544457	117.0469991	156.5247584	150	90.55385138	145.6021978	101.9803903	92.19544457	36.05551275	0	82.46211251	214.0093456	139.2838828	98.48857802	141.4213562	130.3840481	170.2938637	200	131.5294644	110	121.6552506	98.48857802	89.4427191	120.4159458	72.80109889	120.4159458	70.71067812	22.36067977	80.62257748	131.5294644	72.80109889	70.71067812	193.1320792	90.55385138	90	42.42640687	44.72135955	53.85164807	44.72135955	28.28427125	141.4213562	36.05551275	167.6305461	92.19544457	158.113883	110	98.99494937	104.4030651	31.6227766	101.9803903	63.2455532	156.2049935	63.2455532	78.10249676	63.2455532	90.55385138	145.6021978	50.99019514	94.86832981	161.245155	183.8477631	120.4159458	136.0147051	76.15773106	108.1665383	147.6482306	201.246118	82.46211251	174.9285568	150	101.9803903	90	127.2792206	131.5294644	114.0175425	127.2792206	191.0497317	117.0469991	108.1665383	84.85281374	40	161.245155	133.4166406
28	167.6305461	200.2498439	40	120	205.1828453	152.6433752	145.6021978	220.2271555	186.0107524	226.715681	125.2996409	150	125.2996409	100.4987562	191.0497317	111.8033989	213.7755833	170	36.05551275	78.10249676	117.0469991	142.126704	164.924225	20	10	110	82.46211251	0	291.5475947	152.9705854	22.36067977	60	94.86832981	246.9817807	277.8488798	180.2775638	36.05551275	172.0465053	117.0469991	170.8800749	156.5247584	150	50	133.4166406	90	134.5362405	64.03124237	134.5362405	76.15773106	264.7640459	31.6227766	136.0147051	110.4536102	120	104.4030651	116.6190379	100	220	100.4987562	241.8677324	41.23105626	237.0653918	191.0497317	158.113883	22.36067977	90.55385138	156.2049935	140	228.035085	128.0624847	156.5247584	107.7032961	14.14213562	84.85281374	133.4166406	14.14213562	241.6609195	258.069758	194.1648784	210.9502311	158.113883	178.0449381	228.4731932	282.3118843	160	254.9509757	140.3566885	180	22.36067977	110.4536102	210	90.55385138	202.4845673	264.0075756	176.9180601	41.23105626	145.6021978	82.46211251	240	215.8703314
29	219.317122	167.6305461	326.4965543	251.7935662	110	138.9244399	155.5634919	162.788206	107.7032961	80	312.5699922	162.788206	194.1648784	264.7640459	180.2775638	272.9468813	117.0469991	170	327.5667871	368.9173349	292.7456234	164.924225	210.2379604	308.8689042	300.1666204	205.1828453	214.0093456	291.5475947	0	220	310.6444913	344.3835072	286.3564213	44.72135955	14.14213562	150	308.7069808	150.3329638	213.7755833	127.2792206	180.2775638	180.2775638	313.8470965	216.3330765	219.317122	167.6305461	319.5309062	161.5549442	234.0939982	200.2498439	286.3564213	174.642492	212.6029163	198.4943324	234.3074903	174.9285568	212.1320344	152.9705854	219.317122	180.2775638	282.3118843	56.56854249	143.1782106	223.6067977	313.8470965	226.27417	152.9705854	186.0107524	70.71067812	165.5294536	136.0147051	242.0743687	295.2964612	322.8002478	169.7056275	305.2867504	58.30951895	40	98.48857802	174.642492	141.4213562	117.0469991	72.11102551	41.23105626	174.9285568	44.72135955	260.1922366	165.5294536	290.6888371	263.0589288	155.241747	266.8332813	89.4427191	41.23105626	131.5294644	322.0248438	219.544984	240.4163056	150.3329638	107.7032961
30	238.5372088	233.4523506	165.5294536	42.42640687	110	122.0655562	155.5634919	248.394847	126.4911064	140	98.48857802	67.08203932	50	64.03124237	233.4523506	64.03124237	210.9502311	205.1828453	180.2775638	219.317122	80.62257748	72.11102551	14.14213562	158.113883	155.241747	170	139.2838828	152.9705854	220	0	174.642492	174.9285568	84.85281374	181.1077028	210.2379604	70	143.1782106	70.71067812	41.23105626	158.113883	41.23105626	192.0937271	138.9244399	205.9126028	161.5549442	78.10249676	136.0147051	92.19544457	80	304.7950131	126.4911064	64.03124237	178.8854382	174.9285568	193.1320792	114.0175425	165.5294536	242.0743687	174.642492	276.5863337	117.0469991	184.3908891	206.1552813	233.2380758	167.6305461	170.8800749	76.15773106	186.0107524	150.3329638	98.99494937	136.0147051	202.4845673	145.6021978	127.2792206	156.2049935	164.924225	196.468827	180	136.0147051	247.5883681	156.2049935	117.0469991	189.7366596	233.4523506	198.4943324	203.9607805	41.23105626	212.1320344	136.0147051	56.56854249	234.3074903	72.11102551	145.6021978	180.2775638	92.19544457	194.1648784	219.544984	177.2004515	258.069758	205.9126028
31	172.626765	210.2379604	36.05551275	140.3566885	226.715681	172.0465053	161.5549442	230.2172887	206.1552813	247.5883681	139.2838828	172.0465053	147.6482306	120	200	130.3840481	228.035085	181.1077028	20	58.30951895	133.4166406	164.0121947	186.8154169	22.36067977	20	121.6552506	98.48857802	22.36067977	310.6444913	174.642492	0	53.85164807	111.8033989	266.2705391	296.8164416	202.4845673	44.72135955	194.1648784	139.2838828	187.8829423	178.8854382	161.245155	58.30951895	140.3566885	101.9803903	156.2049935	72.11102551	155.5634919	98.48857802	271.6615541	50	158.113883	120.4159458	131.5294644	110.4536102	136.0147051	111.8033989	230.8679276	110.4536102	250.1999201	60	255.5386468	203.9607805	162.788206	14.14213562	100.4987562	178.0449381	151.3274595	248.394847	148.6606875	174.9285568	111.8033989	30	94.33981132	148.6606875	10	259.4224354	278.0287755	214.0093456	220	174.642492	198.4943324	245.9674775	299.6664813	171.1724277	272.9468813	160	191.0497317	40	130	220.9072203	110	222.0360331	284.2534081	198.4943324	20	151.3274595	90	250.7987241	230.8679276
32	225.6102835	260.1922366	20	134.1640786	250	206.1552813	203.9607805	280.1785145	237.0653918	274.5906044	110	192.0937271	162.788206	111.8033989	250.7987241	117.0469991	272.9468813	230	36.05551275	50	111.8033989	186.0107524	188.6796226	40	50	170	141.4213562	60	344.3835072	174.9285568	53.85164807	0	94.86832981	299.6664813	331.0589071	219.317122	36.05551275	212.6029163	148.6606875	228.035085	191.0497317	210	36.05551275	192.3538406	150	180.2775638	41.23105626	183.5755975	114.0175425	323.8826948	58.30951895	178.0449381	170.2938637	180	162.788206	170.8800749	160	280	160.3121954	301.4962686	64.03124237	291.5475947	250.7987241	215.8703314	41.23105626	150.3329638	200	200	277.8488798	178.8854382	211.896201	164.924225	50.99019514	60	192.3538406	50.99019514	297.3213749	308.8689042	245.9674775	270.7397274	215.8703314	228.2542442	284.6049894	338.3784863	220	310.1612484	148.6606875	240	53.85164807	120.8304597	270	102.9563014	254.9509757	313.8470965	222.0360331	64.03124237	203.9607805	141.4213562	300	274.5906044
33	236.0084744	250.7987241	90.55385138	42.42640687	180.2775638	160.3121954	177.2004515	269.2582404	181.1077028	208.8061302	36.05551275	123.6931688	92.19544457	22.36067977	245.9674775	22.36067977	245.1530134	219.317122	110	143.1782106	22.36067977	121.6552506	98.99494937	90.55385138	92.19544457	166.4331698	130.3840481	94.86832981	286.3564213	84.85281374	111.8033989	94.86832981	0	243.3105012	274.5906044	143.1782106	70	139.2838828	72.80109889	192.3538406	111.8033989	201.246118	60.8276253	200	150	120.4159458	53.85164807	130	63.2455532	322.0248438	63.2455532	111.8033989	172.0465053	174.9285568	176.9180601	133.4166406	158.113883	265.7066051	164.0121947	295.4657341	53.85164807	240.8318916	230.8679276	228.035085	100.4987562	156.2049935	133.4166406	192.3538406	215.8703314	130.3840481	171.1724277	183.8477631	82.46211251	42.42640687	170.8800749	101.9803903	250.1999201	247.3863375	191.0497317	264.0075756	184.3908891	171.1724277	240	290.6888371	210.2379604	260.7680962	53.85164807	228.4731932	72.80109889	28.28427125	256.3201124	20	200.9975124	250	155.241747	131.5294644	214.0093456	155.5634919	284.6049894	243.3105012
34	186.8154169	140.3566885	281.7800561	210.2379604	72.80109889	94.33981132	114.0175425	140.3566885	63.2455532	44.72135955	270.7397274	120.4159458	151.3274595	222.0360331	151.3274595	230.8679276	90	136.0147051	283.019434	324.4996148	250.7987241	121.6552506	172.626765	264.1968963	255.5386468	164.0121947	170.2938637	246.9817807	44.72135955	181.1077028	266.2705391	299.6664813	243.3105012	0	31.6227766	111.8033989	264.0075756	110.4536102	171.1724277	86.02325267	140.3566885	143.1782106	269.2582404	178.8854382	176.9180601	123.6931688	275.1363298	117.0469991	189.7366596	186.8154169	241.6609195	131.5294644	172.0465053	158.113883	194.1648784	130.3840481	170.2938637	130.3840481	178.0449381	162.788206	237.6972865	20	111.8033989	189.7366596	269.2582404	184.3908891	110.4536102	147.6482306	31.6227766	120.8304597	92.19544457	202.4845673	250.5992817	278.9265136	128.0624847	260.7680962	31.6227766	20	53.85164807	150	100	72.80109889	40	53.85164807	139.2838828	28.28427125	220.2271555	133.4166406	245.9674775	220.9072203	130	223.6067977	44.72135955	30	90	278.0287755	183.8477631	198.4943324	133.4166406	80
35	206.1552813	155.241747	313.0495168	240.8318916	100.4987562	125.2996409	141.4213562	151.3274595	94.86832981	70.71067812	301.4962686	151.3274595	182.4828759	253.179778	167.6305461	261.7250466	104.4030651	156.5247584	313.8470965	355.1056181	281.6025568	152.9705854	200.9975124	295.2964612	286.5309756	191.0497317	200	277.8488798	14.14213562	210.2379604	296.8164416	331.0589071	274.5906044	31.6227766	0	140.3566885	295.4657341	140	202.2374842	113.137085	170	166.4331698	300.8321791	202.4845673	205.1828453	155.241747	306.757233	148.6606875	221.3594362	191.0497317	273.1300057	162.788206	198.4943324	184.3908891	220.2271555	161.245155	197.9898987	141.4213562	205.1828453	170	269.2582404	42.42640687	130	210.2379604	300.1666204	212.1320344	141.4213562	172.0465053	60	152.3154621	122.0655562	228.035085	281.7800561	310.4834939	155.5634919	291.5475947	44.72135955	31.6227766	85.44003745	162.788206	127.2792206	104.4030651	58.30951895	36.05551275	161.245155	31.6227766	250	152.3154621	277.3084925	251.7935662	143.1782106	254.9509757	76.15773106	36.05551275	120.4159458	308.058436	205.9126028	226.27417	140	94.86832981
36	208.8061302	188.6796226	205.1828453	104.4030651	40	76.15773106	117.0469991	200	64.03124237	70	164.924225	31.6227766	56.56854249	120.8304597	192.3538406	126.4911064	155.5634919	165.5294536	214.0093456	256.1249695	145.6021978	41.23105626	60.8276253	192.0937271	186.0107524	150.3329638	131.5294644	180.2775638	150	70	202.4845673	219.317122	143.1782106	111.8033989	140.3566885	0	183.8477631	10	72.11102551	108.1665383	31.6227766	158.113883	184.3908891	182.4828759	150.3329638	50.99019514	186.0107524	60	106.3014581	256.1249695	162.788206	44.72135955	160.3121954	151.3274595	180	90	150	192.0937271	160	228.035085	155.5634919	117.0469991	158.113883	206.1552813	200	160.3121954	30	155.241747	80.62257748	70	89.4427191	190	178.0449381	183.5755975	123.6931688	194.1648784	130	110	72.11102551	202.4845673	111.8033989	56.56854249	125.2996409	164.924225	161.5549442	136.0147051	110.4536102	170	170.2938637	117.0469991	186.0107524	125.2996409	80.62257748	110.4536102	28.28427125	219.544984	194.1648784	171.1724277	205.1828453	148.6606875
37	202.4845673	231.9482701	22.36067977	104.4030651	214.0093456	170.8800749	171.1724277	251.7935662	201.246118	238.5372088	94.86832981	156.2049935	127.2792206	82.46211251	223.6067977	90.55385138	240.8318916	200.9975124	40	76.15773106	90.55385138	150	156.5247584	22.36067977	28.28427125	141.4213562	110	36.05551275	308.7069808	143.1782106	44.72135955	36.05551275	70	264.0075756	295.4657341	183.8477631	0	176.9180601	114.0175425	194.1648784	156.2049935	181.1077028	14.14213562	167.6305461	121.6552506	144.222051	28.28427125	147.6482306	78.10249676	298.3286778	22.36067977	142.126704	143.1782106	151.3274595	139.2838828	136.0147051	131.5294644	250.7987241	133.4166406	274.5906044	28.28427125	256.3201124	220	193.1320792	31.6227766	123.6931688	164.0121947	171.1724277	241.8677324	143.1782106	177.2004515	143.1782106	22.36067977	50	160.3121954	36.05551275	262.488095	272.9468813	210.2379604	243.3105012	182.4828759	192.3538406	250	303.644529	191.0497317	275.1363298	121.6552506	210.9502311	20	92.19544457	240.8318916	72.80109889	219.317122	277.8488798	186.0107524	63.2455532	180.2775638	117.0469991	270.7397274	241.8677324
38	199.2485885	180.2775638	197.9898987	101.9803903	41.23105626	67.08203932	107.7032961	192.0937271	58.30951895	70.71067812	162.788206	22.36067977	50	117.0469991	183.5755975	123.6931688	148.6606875	156.5247584	206.1552813	248.394847	143.1782106	31.6227766	63.2455532	184.3908891	178.0449381	140.3566885	121.6552506	172.0465053	150.3329638	70.71067812	194.1648784	212.6029163	139.2838828	110.4536102	140	10	176.9180601	0	67.08203932	100	30	148.6606875	178.0449381	172.626765	140.3566885	41.23105626	180.2775638	50	98.99494937	248.394847	155.5634919	36.05551275	150.3329638	141.4213562	170	80	140	184.3908891	150	220.2271555	148.6606875	114.0175425	150	196.468827	192.0937271	150.3329638	20	145.6021978	80	60	80.62257748	180	170.2938637	178.8854382	114.0175425	186.0107524	126.4911064	110.4536102	67.08203932	194.1648784	102.9563014	50	120.8304597	162.788206	152.3154621	133.4166406	110	161.245155	162.788206	114.0175425	178.0449381	120.8304597	76.15773106	111.8033989	22.36067977	210.9502311	184.3908891	161.245155	197.9898987	142.126704
39	200	200	136.0147051	41.23105626	107.7032961	94.86832981	122.0655562	216.3330765	110	136.0147051	100	50.99019514	20	50.99019514	198.4943324	60	183.8477631	170.2938637	147.6482306	188.6796226	80	50	50	125.2996409	120.8304597	130.3840481	98.48857802	117.0469991	213.7755833	41.23105626	139.2838828	148.6606875	72.80109889	171.1724277	202.2374842	72.11102551	114.0175425	67.08203932	0	130	42.42640687	155.5634919	113.137085	166.4331698	120.8304597	50.99019514	114.0175425	63.2455532	41.23105626	272.0294102	94.33981132	40	138.9244399	136.0147051	152.3154621	78.10249676	125.2996409	210.9502311	134.1640786	244.1311123	86.02325267	170	174.9285568	194.1648784	134.1640786	130	60.8276253	148.6606875	143.1782106	67.08203932	107.7032961	161.5549442	111.8033989	111.8033989	120.4159458	130	180.2775638	174.642492	120	214.0093456	125.2996409	100	171.1724277	220	162.788206	190	58.30951895	178.0449381	102.9563014	50	202.4845673	53.85164807	130	177.2004515	82.46211251	158.113883	180.2775638	136.0147051	228.2542442	180.2775638
40	110	80.62257748	208.8061302	170.8800749	92.19544457	36.05551275	28.28427125	92.19544457	50.99019514	90.55385138	225.6102835	92.19544457	111.8033989	174.642492	85.44003745	186.8154169	53.85164807	60.8276253	206.1552813	245.9674775	206.1552813	86.02325267	156.2049935	189.7366596	180.2775638	78.10249676	89.4427191	170.8800749	127.2792206	158.113883	187.8829423	228.035085	192.3538406	86.02325267	113.137085	108.1665383	194.1648784	100	130	0	120.4159458	60.8276253	202.2374842	94.86832981	92.19544457	80.62257748	210.9502311	67.08203932	130.3840481	148.6606875	172.626765	94.33981132	86.02325267	72.11102551	108.1665383	60	84.85281374	84.85281374	92.19544457	120.4159458	171.1724277	70.71067812	50	110.4536102	193.1320792	98.99494937	84.85281374	63.2455532	82.46211251	63.2455532	22.36067977	116.6190379	177.2004515	220	42.42640687	183.8477631	72.11102551	102.9563014	50	94.33981132	14.14213562	53.85164807	58.30951895	111.8033989	60	86.02325267	187.8829423	63.2455532	174.642492	177.2004515	78.10249676	172.626765	50.99019514	111.8033989	80.62257748	197.2308292	101.9803903	113.137085	100	50.99019514
41	210.2379604	198.4943324	178.0449381	72.80109889	70.71067812	84.85281374	122.0655562	212.1320344	85.44003745	100.4987562	133.4166406	28.28427125	31.6227766	89.4427191	200	94.86832981	172.0465053	172.0465053	188.6796226	230.2172887	114.0175425	36.05551275	36.05551275	166.4331698	161.245155	145.6021978	120.4159458	156.5247584	180.2775638	41.23105626	178.8854382	191.0497317	111.8033989	140.3566885	170	31.6227766	156.2049935	30	42.42640687	120.4159458	0	161.245155	155.5634919	180.2775638	141.4213562	44.72135955	156.2049935	58.30951895	80.62257748	268.7005769	136.0147051	31.6227766	155.241747	148.6606875	172.626765	85.44003745	143.1782106	205.1828453	152.9705854	240.4163056	128.0624847	143.1782106	169.7056275	206.1552813	174.9285568	151.3274595	36.05551275	156.5247584	110	67.08203932	98.99494937	182.4828759	152.6433752	152.6433752	125.2996409	170	155.241747	140.3566885	94.86832981	212.6029163	120.4159458	76.15773106	148.6606875	192.3538406	166.4331698	162.788206	80	178.0449381	144.222051	85.44003745	197.9898987	94.33981132	104.4030651	141.4213562	50.99019514	196.977156	193.1320792	160.3121954	220.2271555	166.4331698
42	50.99019514	50.99019514	190	192.0937271	150.3329638	82.46211251	41.23105626	70.71067812	110	151.3274595	237.0653918	134.1640786	142.126704	188.6796226	44.72135955	202.4845673	72.11102551	20	181.1077028	215.8703314	219.544984	125.2996409	194.1648784	170	160	40	72.80109889	150	180.2775638	192.0937271	161.245155	210	201.246118	143.1782106	166.4331698	158.113883	181.1077028	148.6606875	155.5634919	60.8276253	161.245155	0	192.3538406	36.05551275	60	116.6190379	203.9607805	102.9563014	138.9244399	120.8304597	162.788206	130.3840481	41.23105626	30	58.30951895	78.10249676	50	70	50.99019514	94.86832981	164.924225	125.2996409	44.72135955	50	170.2938637	60.8276253	130	10	143.1782106	94.33981132	70.71067812	64.03124237	160.3121954	218.4032967	36.05551275	160.3121954	122.0655562	161.5549442	110.4536102	63.2455532	50	110.4536102	108.1665383	155.5634919	10	136.0147051	212.6029163	30	161.245155	194.1648784	60	183.5755975	111.8033989	170.8800749	133.4166406	164.924225	41.23105626	72.80109889	90	78.10249676
43	215.4065923	243.3105012	30	98.48857802	216.3330765	177.2004515	180.2775638	263.0589288	206.1552813	241.8677324	82.46211251	158.113883	128.0624847	76.15773106	235.3720459	82.46211251	250.1999201	212.1320344	50.99019514	82.46211251	80	152.6433752	152.6433752	36.05551275	42.42640687	152.9705854	120.4159458	50	313.8470965	138.9244399	58.30951895	36.05551275	60.8276253	269.2582404	300.8321791	184.3908891	14.14213562	178.0449381	113.137085	202.2374842	155.5634919	192.3538406	0	180.2775638	133.4166406	147.6482306	14.14213562	152.3154621	80.62257748	310.4834939	30	144.222051	155.241747	162.788206	152.3154621	143.1782106	143.1782106	261.7250466	145.6021978	286.3564213	31.6227766	262.488095	230.2172887	206.1552813	44.72135955	136.0147051	166.4331698	182.4828759	245.9674775	148.6606875	184.3908891	156.5247584	36.05551275	36.05551275	170	50	269.2582404	277.3084925	215.4065923	254.9509757	191.0497317	196.977156	257.0992026	310.4834939	202.2374842	281.6025568	114.0175425	222.0360331	31.6227766	85.44003745	251.7935662	67.08203932	224.7220505	281.7800561	188.6796226	76.15773106	193.1320792	130	281.6025568	250.7987241
44	36.05551275	72.80109889	172.626765	198.4943324	180.2775638	110	70.71067812	92.19544457	141.4213562	184.3908891	236.0084744	155.241747	156.5247584	191.0497317	60.8276253	205.1828453	106.3014581	50	160.3121954	191.0497317	220.2271555	145.6021978	210.2379604	152.9705854	143.1782106	36.05551275	70.71067812	133.4166406	216.3330765	205.9126028	140.3566885	192.3538406	200	178.8854382	202.4845673	182.4828759	167.6305461	172.626765	166.4331698	94.86832981	180.2775638	36.05551275	180.2775638	0	50	136.0147051	193.1320792	123.6931688	141.4213562	131.5294644	152.3154621	148.6606875	28.28427125	31.6227766	30	94.86832981	42.42640687	94.86832981	36.05551275	110	156.5247584	161.245155	78.10249676	28.28427125	151.3274595	44.72135955	152.9705854	31.6227766	177.2004515	114.0175425	100.4987562	31.6227766	145.6021978	210.2379604	60	141.4213562	158.113883	196.977156	143.1782106	80.62257748	82.46211251	140.3566885	144.222051	191.0497317	42.42640687	172.0465053	220.2271555	58.30951895	148.6606875	197.9898987	85.44003745	184.3908891	145.6021978	206.1552813	160.3121954	140.3566885	14.14213562	50.99019514	114.0175425	113.137085
45	86.02325267	110.4536102	130	150	158.113883	89.4427191	64.03124237	130.3840481	125.2996409	170	186.0107524	120	114.0175425	141.4213562	101.9803903	155.5634919	126.4911064	80	121.6552506	158.113883	170.2938637	110	167.6305461	110	100	20	22.36067977	90	219.317122	161.5549442	101.9803903	150	150	176.9180601	205.1828453	150.3329638	121.6552506	140.3566885	120.8304597	92.19544457	141.4213562	60	133.4166406	50	0	100	145.6021978	90.55385138	92.19544457	177.2004515	104.4030651	110.4536102	22.36067977	30	31.6227766	60.8276253	10	130	14.14213562	152.9705854	107.7032961	162.788206	101.9803903	78.10249676	110.4536102	10	120.4159458	50	166.4331698	80.62257748	86.02325267	41.23105626	100.4987562	161.5549442	50	100.4987562	164.0121947	192.0937271	130.3840481	121.6552506	78.10249676	120.8304597	150	202.4845673	70	178.0449381	172.0465053	90	101.9803903	148.6606875	120	134.5362405	136.0147051	200	133.4166406	107.7032961	64.03124237	22.36067977	150	130
